¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17206
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901182
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318586
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769654
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.251651
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.23422
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.218649
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.204923
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.193027
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.182947
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.174678
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.168209
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.163534
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.160649
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.159553
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586883
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869406
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178714
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51871
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894146
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310752
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762842
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264247
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.274611
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.259036
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.245313
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.233428
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.223369
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.215127
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.208693
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.204061
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.201226
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.200187
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581991
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864068
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172851
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512283
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887021
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302824
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75598
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256531
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.317133
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.301556
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.287837
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.275965
ì(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.265926
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.257714
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.251315
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.24673
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.243948
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.24297
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57705
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858658
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166934
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505732
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879774
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294785
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749012
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248742
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.361835
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.346253
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.332539
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.320682
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.310665
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.302484
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.296127
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.291588
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.288864
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.287952
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572043
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853174
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160914
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499126
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872445
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286624
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742001
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240863
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.40876
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.393176
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.37947
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.367627
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.357635
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.349486
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.343172
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.338685
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.33602
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.335179
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566947
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847627
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154814
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492405
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865031
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278368
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734921
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23292
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.457962
ó(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.442377
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.428679
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.416853
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.406888
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.398774
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.392506
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.388073
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.385475
(419.93, 14.51, 252.21) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.384706
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56226
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842005
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148657
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485615
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857491
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269984
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727765
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225482
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.548732
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.506502
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.48611
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.474294
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.464351
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.456272
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.450047
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.445671
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.443138
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.442449
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558254
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836301
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142414
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478725
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849884
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261499
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720501
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221736
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.569357
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.553761
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.540072
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.52828
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.518369
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.51033
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.504157
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.499842
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.497384
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.496775
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554231
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830541
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136084
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471747
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842196
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252958
õ(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710913
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217871
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.625764
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.610169
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.596495
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.584722
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.574846
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.566852
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.560733
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.556483
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.554102
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.55358
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550137
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824707
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129674
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464716
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834394
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244277
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697819
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213435
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.684687
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.669094
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.655434
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.643688
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.633846
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.625898
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.61984
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.615661
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.613358
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.61293
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546061
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81881
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123208
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457587
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826501
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235505
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684331
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195242
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.746198
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.730609
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.716962
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.705245
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.695442
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.687544
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.681547
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.677444
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.675226
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.674896
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90652
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541908
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812833
æ(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11668
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450397
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818538
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224891
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67079
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176983
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761151
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.794781
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.781152
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.769464
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.759703
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.751862
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.745932
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.741903
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.739779
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.739555
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76224
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537727
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807924
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110048
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443115
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810485
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21272
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657202
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15859
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740294
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.861692
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.848084
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.836428
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.826712
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.818927
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.813066
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.809124
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.807098
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.806982
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61918
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533541
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803356
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103399
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435771
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802081
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200489
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64357
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140137
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71932
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.93142
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.917835
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.906211
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.896545
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.888824
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.883039
è(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.879187
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.877262
(419.93, 14.51, 252.21) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 9.877263
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47727
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529298
(419.93, 14.51, 252.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798731
