°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∂(341.88, 7.09, 370.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407393
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82949
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151573
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501977
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052677
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32783
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807308
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320433
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935744
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66693
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51954
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53611
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77569
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2687
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10127
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93591
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90647
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88022
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.85715
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83724
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82044
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80677
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.79619
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78871
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.7843
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78298
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78473
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261148
˛(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528586
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822196
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142449
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491892
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878904
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358929
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795185
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317676
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9326
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67456
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50856
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49623
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72805
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21083
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02949
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.75378
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.72471
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.6988
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.67603
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.65636
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.6398
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.62631
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.61589
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.60852
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.6042
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.60292
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.60469
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254253
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521871
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814827
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133276
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481757
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867433
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292756
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.783002
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314798
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929319
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66665
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49737
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4563
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68042
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15302
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.61065
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.57878
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.55006
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.52447
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.50198
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.48257
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.46622
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.45291
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44264
¯(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.43538
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.43114
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.42991
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.43169
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248027
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51509
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80739
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124054
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47157
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855629
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279599
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866863
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311804
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925905
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65688
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48598
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41639
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63283
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09528
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.4421
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.4106
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.38222
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35694
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.33472
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.31555
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.2994
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.28627
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.27613
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.26898
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.26482
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.26363
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.26542
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241764
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508246
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799884
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11479
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461337
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843794
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266404
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746834
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308691
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922356
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64692
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47438
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37648
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58523
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0376
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.2801
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.24896
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.22091
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.19591
˛(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.17396
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.15501
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.13907
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.1261
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.1161
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.10905
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.10496
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.10381
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.1056
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235444
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501341
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792311
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105483
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451057
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83193
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253176
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733399
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461117
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918671
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63679
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46258
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33659
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5377
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98002
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.12438
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.09359
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.06585
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04114
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01943
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.00071
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.98495
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97214
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96227
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95532
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95129
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95018
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95198
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229068
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494377
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784673
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096136
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440735
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820036
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239918
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719846
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274885
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914855
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6265
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45059
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29674
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49023
é(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92254
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9747
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94424
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9168
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89236
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.8709
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85238
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.8368
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.82415
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.81439
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.80754
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.80358
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.8025
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.80432
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22264
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487354
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77593
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086749
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43037
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808116
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226632
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706174
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258439
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15128
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61603
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43841
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2569
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44283
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86518
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.83083
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.80068
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.77353
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.74935
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.72811
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.7098
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.6944
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.68189
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.67225
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66549
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66159
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66055
(341.95, 7.09, 370.61) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66237
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216158
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480274
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767148
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077328
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419967
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796172
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213322
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692391
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241871
õ(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872211
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6824
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42604
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2171
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39549
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80796
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.69253
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66269
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.63582
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.61188
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.59087
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.57275
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.55752
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.54514
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.53562
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.52894
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.5251
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.52409
(341.95, 7.09, 370.61) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.52592
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209627
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473141
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758348
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067871
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409531
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784205
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199992
(341.95, 7.09, 370.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6785
