¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(397.16, 12.56, 328.75) (378.39, 4.70, 320.45) (0.81, 2.16, 0.81) Human 6.053655
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27109
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58419
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07168
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60122
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17836
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80967
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50298
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26771
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11533
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60458
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66934
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90715
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02935
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99665
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53919
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1481
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29624
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65204
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14524
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68123
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26569
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90534
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60824
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38406
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24458
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73947
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84497
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10424
è(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41249
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15126
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60645
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20819
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32332
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72087
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2199
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76247
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35441
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0026
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71532
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50251
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37647
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8989
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02433
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26762
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63787
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31418
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61883
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26914
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35236
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79069
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29567
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84496
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44454
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10171
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82498
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62443
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51254
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06157
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20758
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59994
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79608
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48241
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63284
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33092
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39041
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8615
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37276
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92933
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53718
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20362
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93734
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7489
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19007
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22758
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39477
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96851
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95938
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.899
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64849
ß(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39388
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45853
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93492
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45191
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01553
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63149
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30721
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05163
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87562
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34114
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39696
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58605
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35018
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12786
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13933
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66581
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43579
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52924
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01152
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53516
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10558
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72918
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41363
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16809
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00461
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49513
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56981
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78139
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62891
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04552
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38847
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7462
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46178
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60093
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08922
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61964
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19776
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83014
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52466
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29075
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13999
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6521
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74619
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98098
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92698
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29603
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6468
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49035
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6736
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16803
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70538
Ô(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29136
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93272
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6376
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41578
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27901
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81215
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92976
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18488
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21158
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55569
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91611
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52154
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74727
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24795
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79238
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3864
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03708
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75263
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54307
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42059
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97526
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11668
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56158
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47263
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89322
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55539
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82193
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.329
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88074
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4831
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1432
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86958
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67257
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56476
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14152
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30758
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90978
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87645
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59193
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89764
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41133
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97048
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58125
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25096
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98843
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80429
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71225
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32095
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50253
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11074
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63724
Ë(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97438
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49472
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06141
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68075
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36031
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10913
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93999
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86768
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50626
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70162
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31429
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68827
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05212
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57925
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15363
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78175
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47136
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2345
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08176
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57851
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69527
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90498
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52037
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74157
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13089
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66494
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24716
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88425
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58754
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36429
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22604
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74566
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88805
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11268
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72907
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79715
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21067
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75178
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34246
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99218
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70676
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49625
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37288
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91965
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08401
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32478
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8551
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29148
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8408
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44252
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10203
Ä(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82692
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62784
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51904
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0969
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27552
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54562
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91542
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37478
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93255
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54172
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20971
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94528
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76014
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67138
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27746
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47087
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77817
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97847
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4578
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.023
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64075
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31855
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06628
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89898
(396.12, 12.60, 328.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82639
