¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (394.17, 14.88, 307.74) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.110301
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.641562
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.631014
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.621414
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.613903
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.616192
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.630009
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.656892
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.700755
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.772023
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.935199
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.878229
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.853996
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.830946
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.809042
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.788266
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.768589
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.750004
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.732478
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.715998
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.700554
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.68611
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.672665
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.6602
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.648715
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.638181
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.628597
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.621044
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.623394
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.637517
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.665094
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.710339
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.785056
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.897812
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.87353
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.850413
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.828461
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.807637
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.787917
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.769295
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.751734
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.735226
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.719748
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.705284
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.691816
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.679336
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.667832
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.65729
š (393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.6477
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.640016
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.642531
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.657576
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.687146
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.736544
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.822918
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.932235
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.907824
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.884593
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.862539
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.841614
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.8218
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.803092
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.78545
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.768875
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.753327
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.738804
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.725286
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.712765
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.701221
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.690648
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.681034
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.67311
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.675965
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.692885
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.726686
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.785892
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.915431
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.987154
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.962538
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.939134
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.91689
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.895815
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.875852
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.857008
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.839235
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.822543
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.806878
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.792264
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.778656
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.766069
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.754457
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.743833
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.734171
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.7259
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.729487
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.750433
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.794419
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.887122
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 5.079871
¸(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 5.054961
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 5.031295
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 5.008823
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.987513
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.967353
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.948307
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.930378
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.913512
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.897733
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.883002
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.869316
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.856628
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.844967
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.834295
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.824613
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.815937
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.821639
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.856616
(393.65, 14.80, 307.64) (410.57, 8.46, 315.74) (0.81, 2.16, 0.81) Human 4.998558
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785669
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363787
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215882
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21846
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12847
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21704
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09055
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07717
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39989
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41552
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55813
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85306
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32548
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88902
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4956
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779522
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345835
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13347
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03525
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10435
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02059
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00829
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3204
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31139
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46204
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74565
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22319
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72371
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3863
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60113
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77246
Œ(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326083
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147218
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04768
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9418
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99159
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95055
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91039
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21776
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21125
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34828
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63466
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11888
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61204
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96148
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7899
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764453
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31336
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075788
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961173
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87322
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87885
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88052
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82056
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11604
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15886
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22998
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52473
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99005
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50151
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5826
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19388
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04305
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755481
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297548
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003709
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873985
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80533
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76623
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81051
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73965
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01525
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05161
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15218
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40124
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86193
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16432
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37772
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94272
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43621
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30729
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745605
‡(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259656
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93105
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786267
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73692
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6636
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74053
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65887
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92278
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93614
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0926
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28782
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73521
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87852
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96828
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85326
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32241
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81598
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59692
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725907
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221251
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859441
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698111
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.668
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58201
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67057
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57559
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83044
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82189
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98843
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21922
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5993
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86399
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57983
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76792
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23339
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72298
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23852
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691697
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182341
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796503
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609567
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59862
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49995
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58004
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48815
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73882
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75133
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8566
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.151
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51871
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85182
•(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56683
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41633
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1486
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6345
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11878
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61106
