¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(394.91, 13.96, 249.26) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 11.91894
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.06614
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.06912
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.07446
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.08216
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.09222
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.10467
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290881
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534692
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799554
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088226
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403994
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750805
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138824
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578054
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069273
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622156
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21773
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76141
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32278
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94848
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.99754
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.9783
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.96145
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.94697
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.93485
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.92507
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91764
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91253
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.90975
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.90929
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91116
è(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91534
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.92186
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.93071
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294168
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538268
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803456
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092463
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408644
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755929
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142959
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582674
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074422
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627983
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23461
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8206
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40187
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03676
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91191
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89059
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.87165
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.85507
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.84085
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.82897
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81941
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81337
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81057
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81007
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81187
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81598
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.8224
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.83113
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29749
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541862
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807351
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096739
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413328
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761088
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147085
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587264
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079623
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633825
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25185
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83997
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48275
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12716
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.87625
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.85498
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.83608
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81956
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.80537
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.79351
ä(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.78397
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77674
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77181
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76918
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76885
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77081
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77506
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.78162
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300848
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545504
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811306
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101053
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418074
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7663
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151243
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591892
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0848
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639671
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26888
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85978
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52437
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21965
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.86949
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.84636
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.82562
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.80725
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.79124
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77756
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.7662
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.75716
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.75042
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.74597
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.74382
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.74395
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.74638
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.7511
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304219
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549181
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81531
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105433
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422858
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771566
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156311
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596507
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089968
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645553
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27558
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88001
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54725
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30422
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89112
ì(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.86795
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.84717
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.82878
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81273
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.79903
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.78765
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.7786
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77184
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76739
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76524
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76538
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.76781
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.77254
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307657
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552879
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819337
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10983
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427708
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776887
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162195
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601192
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095197
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651428
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28227
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90073
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57063
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33067
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.95908
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.93372
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.9108
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89028
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.87213
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.85635
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.84292
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.83182
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.82305
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81659
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81244
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.8106
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81105
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.81381
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31111
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55663
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823417
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114299
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432559
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782268
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168119
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605829
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100407
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65733
ğ(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28899
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92186
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59451
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35073
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.06089
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.03239
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.00636
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.98277
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.9616
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.94283
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.92759
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.91641
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.90757
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.90106
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89688
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89501
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89547
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 11.89824
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31459
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560392
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827551
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118787
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437508
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78767
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176235
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613403
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105657
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663233
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29571
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94348
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61895
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3714
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.23599
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.20702
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.18056
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.15658
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.13505
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.11595
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.09927
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.08499
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.0731
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.06357
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.05642
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.05161
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.04916
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.04906
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318113
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564238
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831699
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123348
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442461
ç(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793175
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18572
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623951
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113671
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669149
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30244
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96554
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64081
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39266
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21418
(395.79, 13.90, 248.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08493
(395.79, 13.90, 248.71) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 13.11669
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.68816
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.62143
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.55783
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.49731
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.43977
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.38517
(395.79, 13.90, 248.71) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 12.36815
