¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(329.92, 7.43, 375.13) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.78115
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537509
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214096
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.985507
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.560744
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.539144
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.518953
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.500174
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.482798
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.466772
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.452078
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.072551
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24654
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9688
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806942
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123812
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418533
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740298
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092864
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480837
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220674
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.994325
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.317939
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.273008
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.229917
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.188612
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.149042
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.41421
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.461403
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.829937
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27186
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00296
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808709
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085008
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376283
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694073
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042161
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424924
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.692968
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.672149
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.652581
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634241
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.617112
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.601175
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.917014
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.399973
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.472019
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.653453
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29716
Ñ(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03708
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.266691
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781787
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046648
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.169293
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.11972
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.072109
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.026401
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.703446
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.68259
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.662986
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.644613
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.627453
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.611486
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.904936
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.38581
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.483936
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.635778
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32242
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07117
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.714711
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746842
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.949249
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.920089
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.893192
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.867678
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.844342
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.71508
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.694181
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.674536
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.656126
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.638931
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.622933
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.892919
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.371726
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.497165
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.618213
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34766
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8321
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.232721
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.99141
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.955843
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.924758
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.897841
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.872306
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.850311
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.727878
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.706933
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.687245
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.668794
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.651561
Ì(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.635528
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.880967
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.35772
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.511722
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.697344
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37284
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86423
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.913529
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.808307
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.999264
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.963643
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.930593
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.903649
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.878089
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.857417
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.741856
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.72086
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.701125
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.682629
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.665353
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.649282
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.86908
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.343796
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.52762
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.713691
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39799
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89633
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.409223
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.431782
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.008337
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.972653
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.938542
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.910621
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885033
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.865664
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.757027
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.735976
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.716188
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.697644
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.680324
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.664209
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.85726
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.329954
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.544875
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.731434
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42308
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92836
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.129477
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.966426
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.095549
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.02008
ß(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.982885
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.950052
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.921329
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.896274
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.875375
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.773406
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.752295
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.732452
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.713856
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.696487
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.680326
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.845509
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.316199
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.563503
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.75059
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.133672
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96033
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.600826
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.57461
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.793533
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.036476
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.997535
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.964125
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.934074
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.909729
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.889296
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.791009
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.769835
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.749932
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.731279
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.713857
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.697648
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.83383
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.302531
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.583525
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.771179
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.064041
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99222
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.365946
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.138048
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.22552
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.520816
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.054193
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.015892
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.981726
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.9491
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.92525
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.906371
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.888758
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.788614
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.768647
ß(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.749934
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.732456
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.716194
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.822223
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.288952
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.604962
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.793221
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.995949
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02404
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.81043
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.729617
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.912581
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.491359
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.077684
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.038213
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.003951
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.972482
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.947373
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.927525
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.91001
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.80865
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.788615
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.769837
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.7523
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.735983
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.810691
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.275465
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.627836
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.816739
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.929367
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05578
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.32566
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.366579
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.630523
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.510376
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.104123
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.063986
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.029939
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.999354
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.973755
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.952534
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.933599
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.829967
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.809858
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.791012
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.773411
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.757034
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.799232
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.262072
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.652169
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.84176
Ø(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.864253
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08742
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.04145
(330.20, 7.30, 374.51) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.898998
