¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.03748
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.346168
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.483123
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.715778
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.970271
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.279046
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73547
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00299
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.66928
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.6444
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.72949
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.06192
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.78133
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.66796
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.65961
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.68168
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.80623
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.18262
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.092937
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.124969
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.204917
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.288447
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.375766
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.467099
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.562695
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.782209
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.043041
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.329809
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68469
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96316
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.57747
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.55269
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.63937
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.06969
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.774
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.65715
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.6488
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.6672
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.79144
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.15383
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.265722
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.250603
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.318565
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.406357
é(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.498187
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.594299
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.694962
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.850426
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.117855
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.412213
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.263421
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9225
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.48948
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.4648
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.55274
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.08145
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76938
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.64881
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.64045
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.65506
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.77905
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.12728
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.451688
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.436437
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.437885
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.530269
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.626961
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.728233
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.834373
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.945704
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.194782
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.497052
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.831735
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87846
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.40519
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.38061
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.46949
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.09722
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76748
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.64292
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.63457
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.64525
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76903
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.10293
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.652353
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.636992
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.622809
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.660621
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.762566
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.869416
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.981492
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.099144
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.273896
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.58442
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.928704
ì(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81289
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.32451
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.30003
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.38955
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.11703
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76829
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.63949
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.63113
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.63775
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76138
(368.72, 7.14, 351.83) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.08077
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.869488
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.854045
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.839819
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.826796
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 5.905531
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.018427
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.136943
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.261467
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.392418
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.674415
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.028739
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.424319
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.24734
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.22295
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.31282
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.4854
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.43123
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.105138
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.089647
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.075418
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.062432
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.056427
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.175886
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.301407
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.433414
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.572381
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.767131
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.131956
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.539914
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.17359
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.1493
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.23922
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.40965
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.29941
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.831041
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.346231
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.332046
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.319153
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.307539
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.342506
İ(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.47566
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.615841
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.763575
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.919436
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.238498
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.659443
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.490883
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.07897
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.16869
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.33638
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.17166
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237986
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.031283
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.612583
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.599851
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.588449
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.578367
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.660556
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.809683
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.96703
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.133245
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.3485
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.783079
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.274003
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.12223
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.04272
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.26554
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.04787
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225917
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575064
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.261456
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.907984
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.896885
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.887163
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.878807
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.016006
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.183925
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.361551
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.549693
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.911014
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.419128
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.05289
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.97403
(368.72, 7.14, 351.83) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.7684
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.92793
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21364
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55969
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935174
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.525644
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.237014
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.227775
Ï(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.219967
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.235995
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.415576
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.60582
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.807642
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.043447
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.569689
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.171525
(368.72, 7.14, 351.83) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 12.07652
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.46087
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.81171
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201126
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544145
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917941
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332424
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.828987
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.605304
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.598208
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.592604
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.663492
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.867729
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.084765
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.315787
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.725964
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.3512
(368.72, 7.14, 351.83) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.88371
(368.72, 7.14, 351.83) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 12.31439
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.69912
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188434
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528415
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900575
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313076
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719686
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.177901
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.019835
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.015232
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.012197
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.149203
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.383228
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.632824
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.899526
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.538296
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.29309
(368.72, 7.14, 351.83) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 12.1461
(368.72, 7.14, 351.83) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.59005
(368.72, 7.14, 351.83) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 16.54376
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175529
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512576
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883018
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293587
(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75105
Ì(368.72, 7.14, 351.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095558
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.580559
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.489348
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.487695
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.487695
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.70552
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.976005
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.265702
(368.72, 7.14, 351.83) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.733248
