¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.09679
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32784
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51389
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70849
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86704
ˆ(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95638
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04947
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14637
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24728
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35232
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46162
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57535
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69367
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81675
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94481
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07799
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037827
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271956
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525732
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799459
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189764
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643997
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245339
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564305
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23717
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63058
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78601
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94823
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11753
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29443
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4793
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65929
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79619
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9081
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01538
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11171
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21202
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31643
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42504
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53807
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65569
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77799
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90529
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03767
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040291
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268781
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522312
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795748
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187324
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641273
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264492
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560924
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15796
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60304
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75754
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91878
„(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08711
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26296
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44678
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58008
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71498
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8419
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95152
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06555
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17921
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28297
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.391
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50341
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62035
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74198
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86854
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00021
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043067
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265807
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519123
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792325
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184695
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687411
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284359
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582168
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07955
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57711
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73075
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89113
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05855
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2334
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37614
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50392
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63686
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77522
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88684
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99956
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11681
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23882
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35948
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47131
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58762
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70863
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83452
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9655
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04606
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265217
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516163
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789104
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181908
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746642
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304981
‚(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604225
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.002
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55282
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70567
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8652
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03175
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18355
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30465
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43066
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56173
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69821
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82496
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93644
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05243
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17304
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29855
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42912
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5575
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67792
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80323
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93354
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049369
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268731
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513412
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786127
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178888
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80551
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326385
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627125
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949873
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53011
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68226
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84103
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00158
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11641
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23588
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3602
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48954
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62415
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76431
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87615
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99088
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11024
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2344
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36357
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4979
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63776
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77456
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90431
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052917
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272526
†(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510888
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783434
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175707
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863985
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348566
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650816
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975266
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50903
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66047
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81852
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93853
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05191
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16984
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29253
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42021
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55309
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69137
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81859
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93217
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05028
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17315
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30101
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43402
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57241
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71639
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8663
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056704
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276585
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512105
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78096
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216133
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921989
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37149
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675336
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00157
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47863
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64034
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77038
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87798
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98993
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1064
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22754
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35366
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48485
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62142
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76361
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87618
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99316
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11483
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24141
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37308
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51016
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65271
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8011
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060775
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280953
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516771
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778705
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264705
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97956
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395171
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700718
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02881
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39317
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61133
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71353
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81985
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93046
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04549
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16523
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28977
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41939
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55431
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69476
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82292
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93879
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05932
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18471
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31516
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45089
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59211
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73912
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065152
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285589
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521734
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776688
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312771
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036594
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419708
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726933
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05692
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41222
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55798
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.659
(333.53, 6.88, 314.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7641
