¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(379.17, 9.90, 320.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976552
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367793
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68189
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030019
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418009
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89427
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453642
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082266
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873507
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91485
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33264
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90397
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.105493
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.300654
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.512445
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070439
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353946
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666592
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013079
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399022
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872629
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423376
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047221
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82921
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85167
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23961
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55194
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.099696
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.294373
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.505621
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057903
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340154
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651377
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996147
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380127
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850941
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393134
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012215
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784677
§(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78853
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14624
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20914
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.093949
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.28815
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789393
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045428
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326422
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636176
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97928
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361293
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828677
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362941
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977309
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739912
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72554
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05263
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87673
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.088254
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.281983
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785218
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036183
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31273
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621081
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96253
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342598
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802323
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332767
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942443
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694905
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66267
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95889
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55447
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.082614
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.275873
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782958
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033708
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308498
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610856
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945798
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323914
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776005
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302649
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907682
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649695
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59991
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.865
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28096
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.077027
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553465
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780697
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031284
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305814
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607868
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941779
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31273
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75006
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272614
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872952
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602737
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53734
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76605
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12888
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.94656
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.071496
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55104
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778497
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028853
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303148
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604935
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938501
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308991
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737534
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251128
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839622
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551006
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47494
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64621
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97955
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1109
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.066019
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548703
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776301
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026417
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300501
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602017
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935274
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298181
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724909
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236757
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823078
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508659
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41393
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52829
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83289
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76961
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352761
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546417
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774079
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024031
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297873
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599118
‰(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932048
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287522
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712243
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222296
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806444
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472754
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37077
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41834
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68982
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44214
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350748
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544274
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771917
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021641
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295234
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596239
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928874
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276978
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699556
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207797
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789741
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436728
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32747
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31496
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56196
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21386
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348807
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542185
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769757
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019271
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292642
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593378
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923235
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266601
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686752
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193226
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77296
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400568
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28409
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22521
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43616
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05836
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346995
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540236
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767627
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016924
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290066
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590534
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913981
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256391
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673917
ˆ(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178602
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754018
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364337
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24062
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14441
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31236
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90533
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345253
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538368
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765499
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014598
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287508
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587708
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904848
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246281
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661015
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163893
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727905
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328274
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19705
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06491
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19053
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75473
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343584
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536551
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763371
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012291
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284962
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584924
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89586
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236352
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648068
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149146
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701972
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298588
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15343
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98668
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07068
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60654
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342012
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534871
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761271
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010003
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282461
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579107
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886983
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226545
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63507
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134356
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676202
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269093
„(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10975
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90971
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95277
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46076
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340538
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53327
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759197
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007732
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279971
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571179
