¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.00, 14.76, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.704536
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10598
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52637
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50291
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61494
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94873
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43334
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45972
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14943
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89619
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56224
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97142
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3933
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83565
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29996
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618399
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084229
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613613
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21908
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06528
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98663
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93227
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96423
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45426
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36732
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52899
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82298
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3148
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49035
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18228
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92693
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5279
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91692
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33669
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77682
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23874
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84389
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58607
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04117
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564403
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162503
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968433
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84569
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79988
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81091
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36541
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23343
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4582
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69736
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19727
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52349
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21774
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87088
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4452
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89986
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30587
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7312
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18206
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66481
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553373
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004296
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514954
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105661
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871726
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70697
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66925
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65655
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27939
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15449
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31378
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61489
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05862
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41811
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22778
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76402
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33244
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88732
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29285
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7177
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16314
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63051
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520424
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967099
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471929
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048648
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774807
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57041
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50949
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50458
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20542
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97176
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17238
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53282
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96146
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30145
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13023
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66122
™(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22402
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82146
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28379
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70829
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15336
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68156
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487136
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929546
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429291
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998122
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660265
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43606
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34974
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35503
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11549
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78523
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09929
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39099
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86487
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21656
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16351
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63462
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1316
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71147
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27865
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70464
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21426
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75124
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453566
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891725
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386354
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948964
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57225
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3039
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.193
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20788
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0293
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67756
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97313
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26476
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76888
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06206
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21571
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68929
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18891
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71663
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26694
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77283
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28551
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82571
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419693
—(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85361
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343105
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899537
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502017
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19863
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03914
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06307
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92939
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49305
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75551
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17951
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62818
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89961
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11609
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74745
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24994
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77929
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26046
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76974
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31121
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88293
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38997
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815214
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299612
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849873
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432162
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10389
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.917
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88705
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82101
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35847
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6665
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09466
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52682
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74088
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93705
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80916
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3146
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77675
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25778
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76435
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30521
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8766
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364219
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776618
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255892
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799924
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362658
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00995
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80698
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7444
‹(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70644
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19841
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56133
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86658
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42647
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7558
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.812
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87445
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32052
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77785
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25894
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76555
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30336
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87466
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338236
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737808
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211933
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743452
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293573
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919655
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6981
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61545
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57025
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02697
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34646
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76751
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32673
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79069
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85083
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90261
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35602
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79553
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26398
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77078
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30571
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312109
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698782
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167793
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682911
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224933
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841154
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5904
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48811
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42906
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90856
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26478
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67941
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15184
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82713
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89139
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82547
™(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44275
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88587
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35145
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84116
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39133
