¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.30767
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019673
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268138
÷(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539328
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83481
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15484
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508086
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89695
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320688
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795741
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328222
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919322
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58141
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0639
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02366
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08518
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33828
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81124
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52722
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42249
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60618
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.38523
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.36933
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.54399
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.80602
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797815
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020859
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269432
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54074
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835812
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15601
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50938
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8984
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322301
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798027
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.330801
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921387
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58281
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06803
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02547
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08724
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34079
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80164
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53088
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46398
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07519
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.10511
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.48473
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.46873
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.64177
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.92012
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799063
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02206
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270739
ƒ(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542171
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836867
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157225
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510723
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899943
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324023
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800432
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333514
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923657
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58449
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32584
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02766
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08983
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34386
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79279
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5354
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50782
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07433
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.04042
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.02915
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.78351
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.37659
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.10079
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800344
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023276
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272062
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543619
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837974
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158489
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512118
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901583
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32585
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802958
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336365
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926138
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58644
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32798
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24517
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0929
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3383
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78476
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53242
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55407
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07516
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.94466
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.89186
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.76169
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.04445
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.92941
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.53801
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.61423
™ (409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.611412
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.598727
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.586681
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.57526
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.564444
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.554227
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.544592
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.53553
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.527036
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.519101
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.511718
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.504864
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.498558
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.492771
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.487507
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.482762
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.478539
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.474811
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.472762
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.485238
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07771
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.00197
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.97559
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.87733
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.09725
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.85205
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.11447
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.72897
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.514446
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.50175
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.489662
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.478176
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.467268
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.456935
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.447172
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.437958
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.429283
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.42114
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.413525
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.406426
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.399835
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.393743
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.38815
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.383051
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.378435
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.3743
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.372364
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.376863
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.388613
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.40967
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.446267
¡ (409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.99851
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.15266
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.75026
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.84921
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.459216
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.446686
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.434751
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.423405
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.412634
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.402422
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.392762
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.383646
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.375057
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.366993
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.359441
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.352392
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.345845
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.339788
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.334218
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.329128
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.324509
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.320365
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.31873
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.32197
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.330336
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.344558
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.366195
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.398858
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.454639
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.97446
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.97509
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.419625
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.407234
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.395435
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.384214
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.373561
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.363461
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.353902
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.344877
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.336371
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.328383
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.320901
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.313916
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.307421
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.301411
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.295879
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.290818
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.286228
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.282121
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.280708
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.283362
 (409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.290239
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.301751
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.318721
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.3427
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.377012
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.431465
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.10617
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.10677
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.389332
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.377059
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.36537
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.354252
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.343695
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.333683
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.324208
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.315259
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.306829
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.298906
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.291482
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.284551
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.278103
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.272135
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.266638
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.261608
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.257041
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.253027
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.251733
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.254043
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.260057
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.270072
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.284623
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.304669
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.331978
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.370323
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.431312
(409.59, 14.31, 244.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.24439
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.365601
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.35342
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.341815
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.330781
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.320299
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.310359
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.300953
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.292066
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.283691
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.27582
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.268444
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.261555
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.255147
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.249211
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.243744
Ÿ (409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.238739
(409.59, 14.31, 244.13) (391.78, 8.05, 249.07) (0.81, 2.16, 0.81) Human 2.234191
