°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã (383.24, 11.08, 322.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37512
§!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53324
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.728364
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.837209
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.953395
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.077654
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.210826
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.353869
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.507881
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.674133
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.853915
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.049055
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.261611
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.496101
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.754256
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.041582
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.363322
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.730633
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.157542
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.705432
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.337361
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.074578
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.92354
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82458
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.91812
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53431
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.735928
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.845261
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.961982
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.086833
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.220659
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.364423
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.519241
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.686393
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.86737
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.063689
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.277555
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.511912
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771636
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058913
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.382596
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.750383
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.178715
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.734703
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.363565
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.10567
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.904776
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80502
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97152
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53706
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.74369
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.853526
¢!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.970799
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.096258
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.230754
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.375265
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.530912
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.698991
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881009
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.078725
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.293946
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.529335
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.789537
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.078063
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.402482
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.770786
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.200591
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.75781
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.390632
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.134073
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.889528
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79858
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99478
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56022
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.751653
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.862005
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.979846
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.10593
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.241119
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.386395
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.542896
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.71193
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89502
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.093946
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.31079
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.547765
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.808061
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.098427
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422989
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.791849
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.223179
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.781651
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.418567
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.119671
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.87634
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79861
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03399
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59134
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.759817
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.870701
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.989125
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.115852
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.251751
•!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.397817
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.555197
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.725213
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.909407
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.10958
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327854
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.566704
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.828878
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.119385
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.444126
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813581
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.246487
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.806231
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.447387
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.108658
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.877459
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79995
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07484
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59885
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.768183
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.879612
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.998636
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.126024
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.262654
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.409531
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.567815
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.738842
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.924172
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.125628
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.345357
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.585908
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.850264
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.141844
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.468042
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.837471
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.270521
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.831558
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.455054
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.103677
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.879678
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8026
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11746
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60831
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.776751
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.888741
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.00838
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.136447
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.273828
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.421539
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.580751
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.752819
ô!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.939319
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.142096
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.363325
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.605589
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.871973
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166114
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.492692
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.862588
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.29529
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.857639
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.446923
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.106489
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.882994
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81394
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15772
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61963
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.785524
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.898088
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.01836
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.147124
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.285276
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.433843
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.594012
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.767148
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.954851
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.158987
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.38176
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.625788
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.8942
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.190776
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.520002
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8893
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.320803
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.884486
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.447862
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.110235
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.897843
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84074
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18401
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63282
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71457
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.7945
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.907655
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.028575
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.158054
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.296999
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.446446
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.607596
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.781832
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.97077
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176304
è!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.400666
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.646511
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917012
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.21601
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.548174
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.919124
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.347068
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.880197
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.452553
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.127359
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.92136
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64777
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21197
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64793
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35568
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.803682
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.917442
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.039027
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.169242
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.308999
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.45935
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.621507
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.796873
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.987082
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.194053
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.42005
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667764
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.940418
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.241908
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.576988
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.951517
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374623
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.887584
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.470447
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.148253
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.94608
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68111
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24158
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66493
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07297
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.813069
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.927451
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.049718
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.180685
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321277
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.472556
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.635748
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.812273
