¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (371.94, 8.88, 338.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40073
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68177
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41618
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04644
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75298
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13669
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05192
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50071
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1279
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18475
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.38707
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.525328
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.673536
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.832738
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.004184
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189337
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389543
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600773
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830424
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086638
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369925
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682215
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028128
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407311
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821292
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236601
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684054
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191619
ƒ(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873268
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70357
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42536
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05668
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76444
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22029
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1803
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52649
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14437
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17829
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.393102
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.531802
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.680449
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840198
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012213
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197958
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398556
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610534
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842008
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101342
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386045
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70003
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047884
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4283
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839387
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242066
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690113
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201262
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887381
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72645
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43623
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06873
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77801
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53185
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21897
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55571
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16502
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1787
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.3993
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.538415
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687587
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.847829
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.020446
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206875
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407825
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620617
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855762
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116372
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402577
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718288
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068149
…(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449905
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845005
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248274
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697058
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211704
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907731
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75048
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4487
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08269
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79361
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85884
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24489
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5885
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18982
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18403
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.405697
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545255
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694897
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855691
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028917
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216009
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417409
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631002
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869889
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131827
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41959
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737029
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088963
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472136
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851317
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255283
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704864
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222979
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929072
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77563
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46288
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09848
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81134
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01338
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27386
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6186
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21875
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19429
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.412241
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.552269
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.70241
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863761
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.037629
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.225421
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427316
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643699
ˆ(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884338
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147685
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436974
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756262
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110309
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492798
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858326
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263069
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713535
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235063
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951352
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80191
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47871
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11616
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83118
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13534
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30589
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64265
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25073
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20949
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.418961
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.55946
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.710103
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.872042
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046559
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235063
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437491
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657287
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899178
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163897
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454828
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775969
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13223
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499796
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866036
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271578
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723048
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247964
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974586
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82934
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49625
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13568
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85312
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20813
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34097
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67018
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26864
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27699
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.425861
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.566831
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.718035
ˆ(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880568
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.055713
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244962
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448266
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671193
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914354
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180529
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473132
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796219
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154677
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507427
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874451
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280931
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733435
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267386
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998817
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85793
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51485
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15588
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87518
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23912
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37659
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70447
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30813
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36311
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.432946
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.574416
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.726153
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889286
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065122
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255029
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461044
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684941
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929171
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196571
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49059
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815256
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175604
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524244
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893791
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303143
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759133
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272851
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00347
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86135
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50669
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14679
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0997
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26481
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40625
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75282
ÿ(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40353
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4881
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.439284
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58109
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.733201
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896739
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072993
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26351
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472349
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69724
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94257
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211289
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506765
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833146
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199235
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546852
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918672
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330766
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789922
(372.52, 8.72, 338.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27591
