¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491853
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680098
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969061
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279781
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614756
æ(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963949
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22589
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4863
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71526
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95656
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21128
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49246
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79262
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11133
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45022
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0384
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79693
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36354
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48915
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384526
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622814
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880971
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161523
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467442
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821981
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662069
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949747
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259064
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592426
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952724
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21702
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45902
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68668
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92664
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17988
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45625
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75445
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07098
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40756
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76755
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49455
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35787
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52129
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384219
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62248
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880609
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161129
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467012
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296501
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642144
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931154
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239056
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570923
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929504
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20939
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43331
ê(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65977
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89845
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15027
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42196
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71828
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03283
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36716
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61529
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2071
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98831
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4755
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383982
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622223
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880331
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160826
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466682
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270002
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61327
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913263
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219863
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550241
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907205
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19509
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40911
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63445
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87193
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12249
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38956
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68413
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99675
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3266
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55039
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92472
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68161
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42818
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383815
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622043
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880135
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160613
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926784
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243938
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584908
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896072
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20143
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530374
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885736
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17337
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38645
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61073
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84712
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09644
ì(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35977
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65192
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96275
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26677
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48834
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72053
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3841
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38507
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383719
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621941
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880024
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160492
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906888
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218305
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557013
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879598
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183735
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511332
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865197
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.158
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36532
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58865
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82394
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07215
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33427
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6217
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93081
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20964
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42907
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65899
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09548
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8821
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383696
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621915
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879995
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537025
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883654
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193106
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529572
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863832
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166763
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493118
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84552
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16874
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.355
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56806
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80239
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04958
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31056
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59334
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9009
ñ(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15513
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37252
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60029
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83918
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57397
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.184
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383743
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621964
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880052
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52498
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860826
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168365
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502658
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848712
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150578
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475655
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826723
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18095
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3677
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56354
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78247
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02869
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28864
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5669
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.873
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10322
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31865
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54441
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7811
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28149
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09387
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383862
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622094
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232575
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512949
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838381
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144016
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476183
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834309
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135122
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459066
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809111
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19461
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3819
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57834
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78446
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00951
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26853
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54236
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8471
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05381
ù(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26742
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49122
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72586
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00353
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78117
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38411
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622299
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22862
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500874
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816318
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12013
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450221
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810033
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120409
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443222
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793271
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18046
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39764
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5947
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80153
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01877
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25019
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52306
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80447
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00687
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21876
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44074
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67344
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91756
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48446
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385248
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62258
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224849
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492238
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794665
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096687
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424707
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782204
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106419
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428193
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778261
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16418
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41491
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61265
(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82026
