¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(424.11, 14.92, 246.36) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.321876
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.5897
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.57733
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.56878
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022158
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256516
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508383
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783004
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535628
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882269
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264068
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686498
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15634
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681864
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27356
°(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93344
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66825
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51155
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38551
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38938
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53012
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83292
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78209
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.57745
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.09275
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.06946
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.66764
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.65135
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.63891
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.64257
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024522
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257277
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509439
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784155
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538057
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884954
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267009
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689758
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159944
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685942
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27813
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93538
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67043
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51405
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3721
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33537
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45969
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11937
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62386
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.41387
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.293
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.75385
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.7336
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.71724
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.70474
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026672
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258289
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51054
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785357
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085839
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887673
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270014
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69309
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163672
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690133
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28284
ª(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93752
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67291
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51691
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35945
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29809
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49524
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23996
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55702
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.25688
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.26097
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.82424
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.8039
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.78745
(423.75, 14.83, 246.37) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.83002
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027295
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259339
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511682
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786603
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087205
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890494
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273122
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696543
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167515
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694408
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28772
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9399
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67561
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52004
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34745
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28437
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74247
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3637
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70069
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.10627
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07199
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.04414
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.02047
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.00093
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.98552
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97422
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.96702
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.9639
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027962
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26043
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512867
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787897
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088621
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893363
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276288
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700086
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171433
œ(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69883
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29271
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94252
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67857
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51831
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3362
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3058
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99766
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49063
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81438
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.96184
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92809
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90051
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87705
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.85772
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84247
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.83131
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.82422
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.82119
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029003
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261559
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514096
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789236
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090264
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420534
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279569
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703706
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175509
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703367
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29782
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94534
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6818
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50905
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32568
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36353
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26114
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61371
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02373
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.82343
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.17294
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030083
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262728
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515367
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790623
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091987
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422317
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28293
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707427
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179639
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708028
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30077
’(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94837
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68528
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50041
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35616
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42228
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53327
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71029
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30208
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.69084
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.14627
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031195
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263935
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51668
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792057
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093661
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424158
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286343
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711234
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183882
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712793
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30368
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95167
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68902
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49241
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40731
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57152
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61585
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80943
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58903
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.56393
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.12094
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032344
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265179
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518034
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793679
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095383
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426052
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790644
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715117
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18825
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717669
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30673
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95513
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.693
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52828
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45931
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73092
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54322
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91122
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63286
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.44253
ñ(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.09692
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033531
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266466
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519432
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795667
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097157
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428003
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7928
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719088
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192705
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722677
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30999
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95884
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69723
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56557
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51217
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89278
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47186
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01569
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52729
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.32651
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.07424
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03475
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267787
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520869
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797459
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09898
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43001
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795017
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723206
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197247
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727777
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3135
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96277
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70172
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57428
