¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(343.54, 7.75, 310.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4156
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24079
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9578
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.444779
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.934212
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.485827
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11214
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95585
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02699
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44402
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38745
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75383
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.462849
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.954538
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.508856
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13843
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99776
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08195
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53119
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53086
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99947
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.480367
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.974251
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.531193
÷(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16395
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03825
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13514
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61605
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67073
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23955
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.497322
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.993338
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.552827
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18867
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07726
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18653
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69686
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80678
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47337
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.513709
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.011786
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.573745
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21559
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11831
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23604
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77406
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9387
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70324
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.529513
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.029582
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.593929
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24581
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15845
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28719
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84864
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05156
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93106
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.544726
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.046721
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.613372
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27467
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19685
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34963
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92246
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15893
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15015
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.559341
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.063186
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.632053
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30215
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23348
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40947
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99568
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2698
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36761
ı(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.573344
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.078965
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.649962
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32821
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26828
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46662
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06567
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38684
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59875
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.586726
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.094049
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.667087
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35283
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30121
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52097
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13231
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49762
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.81867
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.599481
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.10843
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.683417
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37598
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33224
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57246
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1955
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60185
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.026
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.611599
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.122092
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.698935
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39763
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36132
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62097
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25511
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69919
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21887
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.623075
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.135035
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.713634
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41777
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38841
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66637
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31103
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77662
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39579
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.633898
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.147242
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.727506
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43637
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41349
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70659
ü(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36304
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84155
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55674
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.644063
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.15871
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.740538
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4534
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43652
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74392
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41016
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90025
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70091
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.653561
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.169428
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.752717
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46885
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45726
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77831
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45339
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95257
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82754
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.66239
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.179389
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.764043
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48271
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47593
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80969
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49264
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99838
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94024
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.670539
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.188586
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.7745
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49495
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49256
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83801
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52784
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03757
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.03829
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.678005
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.197013
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.784081
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50556
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50712
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86322
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55892
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07002
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10185
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.684783
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.204664
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.792783
‰(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51453
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51958
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88529
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58583
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09566
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.690867
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.211535
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.800595
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52186
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52994
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90418
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6085
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11443
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.696257
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.217619
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.807516
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52753
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53806
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91985
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62691
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12626
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.700945
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.222912
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.813537
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53168
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54382
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93227
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.641
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17028
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.704928
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.22741
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.818655
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53461
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54735
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94144
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65076
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18282
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.708206
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.231114
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.822865
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53569
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54866
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94733
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03819
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18408
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.710774
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.234014
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.826166
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53492
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54773
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94991
Ç(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0215
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17406
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.712631
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.236111
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.828552
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53231
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54457
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07362
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99945
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15283
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.713779
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.237406
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.830026
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52785
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5392
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05718
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97218
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12043
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.703122
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.237897
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.830583
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52155
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57892
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03744
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95124
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71834
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.695804
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.220356
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.830224
(344.16, 7.87, 310.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51342
