¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.10767
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.79449
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.288698
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.909508
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.927176
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.946477
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.031604
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.321971
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.301302
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.281989
ƒ!(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.264009
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.247348
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.231987
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.21791
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.205104
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.341984
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.914166
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.095296
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.657107
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.654759
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.653711
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.653959
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.655505
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.65835
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.662497
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.667951
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.674712
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.682796
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.692203
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.702946
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.167881
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.802452
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.819634
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.838424
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.161591
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.286401
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.265788
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.246524
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.228588
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.211963
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.19663
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.182575
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.169785
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.392666
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.97465
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.575801
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.572006
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.569494
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.568264
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.568315
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.569646
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.572261
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.576159
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.581347
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.587826
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.595606
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.604693
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.6151
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.779803
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.793174
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.716453
ˆ!(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.772525
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.297531
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.252393
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.231835
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.212618
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.194724
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.178133
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.162829
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.148797
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.136023
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.443632
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.011931
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.494195
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.490263
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.487597
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.486198
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.486065
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.487196
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.489593
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.493258
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.498193
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.504407
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.511902
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.520688
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.530773
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693183
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.70619
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.617426
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.672554
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.692079
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.219911
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.199406
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.180235
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.162381
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.145824
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.130548
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.116537
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.103777
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.494866
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.017239
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.415785
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.411724
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.408917
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.407361
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.407054
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.407997
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.410189
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.413634
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.418333
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.424294
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.431521
…!(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.440021
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.449803
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.610018
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.506484
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.522357
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.576585
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.595651
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188919
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.168463
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.149338
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.131524
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.114999
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.099751
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.08576
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.076448
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.546353
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.023904
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.340428
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.336248
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.333307
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.331605
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.331136
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.331901
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.3339
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.337139
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.341616
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.347338
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.354311
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.362542
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.372036
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.530146
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.415581
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.431064
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.484431
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.503064
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.159382
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.138976
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.119894
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.102117
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.085624
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.070401
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.056431
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.142155
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.605978
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.031932
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.267989
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.263698
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.260634
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.258791
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.258171
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.25877
‚!(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.26059
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.263632
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.267899
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.273397
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.280128
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.288103
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.297327
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.453417
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.32826
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.379225
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.395919
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.414137
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.131271
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.110911
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.091871
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.074129
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.057667
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.04247
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.028521
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.208967
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.683595
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.203951
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.198342
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.19395
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.190769
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188797
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188035
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188477
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.190125
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.192983
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.197052
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.202338
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.208843
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.216574
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.354914
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.473552
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.244366
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.294566
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.310886
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.328713
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.104554
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.08424
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.065238
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.047532
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.0311
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.015927
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.001997
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.276893
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.749369
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.137065
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.131373
‚!(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.126885
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.123596
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.121503
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.120605
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.120901
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.122388
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.125073
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.128954
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.134037
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.169069
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.324786
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.592998
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.586593
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.16375
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.21322
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.229186
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.246638
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.079205
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.058934
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.039971
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.022297
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.005894
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.990743
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.976833
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.345947
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.754456
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.072737
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.066968
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.062391
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.059
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.056795
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.055771
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.055927
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.057263
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.059783
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.063488
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.143745
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.297056
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.459507
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.711563
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.713477
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.08627
(416.84, 13.06, 328.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.135043
