¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.2223
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352139
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663551
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000893
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367467
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770634
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20136
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078404
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326525
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608654
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918549
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260397
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639345
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04589
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355985
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667695
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005392
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372342
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772479
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06596
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92994
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07349
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320585
¸(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60213
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911359
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252455
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630532
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048893
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360347
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672401
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010483
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377896
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777729
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95843
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62677
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069441
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314572
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59556
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904119
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244459
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621616
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041675
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364357
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676036
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013632
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380503
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780482
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66571
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32855
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066959
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308527
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588937
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8967
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235124
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610038
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027563
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366876
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678758
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016598
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383705
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783978
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36478
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0412
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064481
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301571
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580364
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886373
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223711
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597347
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013405
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367742
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682028
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020156
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387559
¹(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788189
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07109
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76418
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70554
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059971
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295416
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570946
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876009
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212261
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584629
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999191
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361244
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685879
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024319
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392105
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793118
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78479
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68538
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41463
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055503
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289687
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561466
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865606
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200752
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571856
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98494
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355199
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690297
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0291
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39731
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798795
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71749
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62684
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13376
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64435
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051083
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284248
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553229
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855164
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189218
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559057
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970634
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349611
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685133
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034498
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403166
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805195
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69139
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56897
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83341
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48629
¸(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046688
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279496
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546936
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844675
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177645
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546211
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956313
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344468
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679553
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04051
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409703
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812314
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66332
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51172
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57639
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54498
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042363
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27479
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540623
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834182
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16605
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533332
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941942
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339778
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674462
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038981
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416901
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820179
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63327
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45509
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50962
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25228
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22358
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038064
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270142
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534307
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827257
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154418
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520434
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927548
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33554
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669849
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033976
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424804
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828787
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6013
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39913
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44364
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99267
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32235
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033815
º(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265538
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527972
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82032
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142756
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507485
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913116
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331741
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665747
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029483
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426989
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83812
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56743
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34379
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39401
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74043
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7416
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49745
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029603
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260972
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521646
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813362
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133871
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494543
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898668
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328424
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662126
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025522
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422674
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848178
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53174
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29694
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34907
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60122
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57878
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07532
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025451
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256468
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515292
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806413
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126207
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481561
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884211
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325521
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658985
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022118
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418938
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854315
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49425
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25923
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30453
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54786
ä(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41958
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45246
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48831
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021354
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252016
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508944
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799445
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118549
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470594
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869711
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318101
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65634
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019222
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415782
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850825
(418.49, 14.76, 248.42) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.845162
(418.49, 14.76, 248.42) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.805706
(418.49, 14.76, 248.42) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.768014
(418.49, 14.76, 248.42) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.732041
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26391
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9105
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21007
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017283
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247615
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502591
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792487
