¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­ (417.60, 13.24, 328.03) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.832909
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051779
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548408
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25541
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41659
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19839
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90421
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26691
(417.87, 13.31, 327.67) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.01063
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75548
(417.87, 13.31, 327.67) (432.66, 7.97, 298.20) (0.81, 2.16, 0.81) Human 21.10019
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.414615
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.31285
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.215228
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.12155
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.031623
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.945279
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.870132
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.887633
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.91862
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.951249
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.985553
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.021576
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.059354
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.098934
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.140358
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.183676
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083144
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620418
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3389
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44421
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23656
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9739
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32981
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96148
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92244
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70561
(417.87, 13.31, 327.67) (432.66, 7.97, 298.20) (0.81, 2.16, 0.81) Human 21.24625
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.531279
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.428364
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.329632
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.234884
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.143928
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.056589
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.082778
¤ (417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.115847
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.150626
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.187157
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.225478
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.265633
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.307671
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.351638
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.397588
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114739
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692216
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4525
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47113
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27306
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04338
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3847
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11686
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08912
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.99905
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.656219
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.551946
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.451906
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.355897
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.26373
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.290689
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.326051
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.3632
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.402177
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.443028
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.4858
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.530541
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.577311
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.626158
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146624
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763871
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59983
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49734
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38223
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11274
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68115
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27207
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25547
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.30981
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.582521
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.485049
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.512614
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.550506
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.590269
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.631948
(417.87, 13.31, 327.67) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.675592
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183632
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835292
±(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78669
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52285
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55456
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18189
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81894
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40883
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42132
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.63372
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245316
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926498
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97636
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54763
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72834
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25078
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9572
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54396
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58661
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97439
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306628
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04019
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16869
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57162
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90346
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31947
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09587
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67828
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75117
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3139
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36754
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15444
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3636
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71104
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07973
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38788
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19584
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81174
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91111
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48995
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433727
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26919
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56092
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85481
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2571
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45598
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15265
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94419
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06732
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66472
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53034
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38433
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91132
È(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99899
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43544
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5237
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11019
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0756
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22186
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83805
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627028
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49981
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94355
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14352
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61469
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5911
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06847
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20322
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37454
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723734
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64629
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05475
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2882
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59395
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65805
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02741
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99603
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.43356
(417.87, 13.31, 327.67) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.45762
(417.87, 13.31, 327.67) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.42845
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820355
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80254
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14598
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43296
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55134
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72459
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9871
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3839
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.83301
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.96877
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.11036
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916838
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95926
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23345
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57763
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50909
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79068
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9697
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77678
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.54976
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.55256
(417.87, 13.31, 327.67) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.55918
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01312
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11625
Ş(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31693
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72213
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46714
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85628
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96812
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7108
(417.87, 13.31, 327.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.60882
(417.87, 13.31, 327.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.62654
(417.87, 13.31, 327.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.68866
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10907
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24635
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39621
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81629
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42556
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92133
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96747
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.21401
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.30469
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.39987
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.49968
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2046
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28758
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47104
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77859
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38432
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98586
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.77127
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.80831
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.89359
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.98321
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29959
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3272
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54128
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74127
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34342
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80479
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.90448
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.82023
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.74022
(417.87, 13.31, 327.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.66434
(417.87, 13.31, 327.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.1032
(417.87, 13.31, 327.67) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.616515
(417.87, 13.31, 327.67) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.882053
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60676
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7042
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30293
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59301
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97083
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79071
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34628
(417.87, 13.31, 327.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.44591
é(417.87, 13.31, 327.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.50334
(417.87, 13.31, 327.67) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.794954
(417.87, 13.31, 327.67) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.936401
(417.87, 13.31, 327.67) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.330914
(417.87, 13.31, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66754
