¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29056
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514652
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639289
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791882
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905964
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039583
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179392
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325821
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479255
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640156
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809043
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986449
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80451
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607716
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695019
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783721
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876151
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972506
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07301
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177886
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287329
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401642
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521081
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68177
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832018
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934408
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059502
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200068
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347273
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501551
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663363
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833203
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011625
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876858
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603167
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700762
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789634
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882259
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978807
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079523
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184587
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294294
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408825
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528524
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752281
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873816
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977389
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08534
¸(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222102
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37016
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525336
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688085
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85896
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038481
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598639
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707273
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796358
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889192
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985996
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086946
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192262
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30221
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417049
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590253
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816585
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917225
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022106
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131399
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245529
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394495
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550631
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714432
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886366
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067043
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594129
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714616
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803907
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896994
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994037
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095253
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200861
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311129
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436561
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660346
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860458
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962405
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068592
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179263
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294671
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420298
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577449
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742308
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91543
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109487
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589657
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722735
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81231
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905677
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002984
²(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104504
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210423
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320992
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504303
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732467
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906037
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009289
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116871
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229024
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345942
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46793
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605808
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77184
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946163
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174825
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585183
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731682
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821532
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915177
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01283
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114674
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220951
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35609
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573957
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806707
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953332
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05797
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167012
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280693
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399241
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522909
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651963
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80298
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978616
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241848
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580736
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74143
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831613
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925587
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02355
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12575
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232407
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423436
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645631
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88311
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00242
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108519
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219052
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334328
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454529
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579976
ß(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710922
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847673
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012796
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310562
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576325
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752024
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84253
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936855
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035186
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137783
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280308
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492661
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719356
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950047
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053308
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16092
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273069
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390004
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511978
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639249
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772141
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910933
(423.48, 14.82, 245.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055975
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998236
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318671
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671427
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061567
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546354
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099452
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731072
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43953
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14365
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83271
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84833
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26209
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.64064
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.60558
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.57351
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.54442
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.69181
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.67118
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.65347
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.63865
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.62671
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.61764
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.03614
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.03268
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.03214
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011275
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687269
ù(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080471
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571568
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12813
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764003
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47434
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1975
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89358
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94844
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3415
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.78402
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.74863
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.71626
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81875
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.83574
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.81492
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.79704
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.78209
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.77004
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.76089
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.18349
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.18001
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024209
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347188
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702927
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102455
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59642
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156438
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796533
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50882
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25177
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95669
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04878
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41124
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.93318
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.89744
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.86475
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87753
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.98546
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.96445
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.9464
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.93131
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.91915
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.90991
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.33679
(423.81, 14.86, 245.29) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 15.33328
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036979
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361275
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71845
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124127
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620918
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184325
û(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828623
