¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í (373.39, 8.82, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55774
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7388
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34333
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5024
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94165
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.957265
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137394
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331326
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537963
†(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762366
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007014
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274588
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568493
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892644
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251959
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652359
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101225
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607862
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183939
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844744
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59742
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42697
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6047
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65999
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51221
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97804
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34331
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78035
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.935332
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.113701
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306543
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512099
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734285
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976345
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241016
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531555
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851848
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206662
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601806
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044421
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543551
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110619
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760361
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46425
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30808
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41867
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52281
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35664
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69286
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18851
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41588
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913652
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09032
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281261
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486626
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706566
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94613
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207934
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49519
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811713
ƒ(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162145
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55212
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988664
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480525
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038791
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677807
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32897
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19228
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23824
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38986
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20671
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43896
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03786
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93781
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.892234
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067255
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.256278
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461083
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679251
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916351
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175385
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459436
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77224
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118364
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503333
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933946
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418722
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968431
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596966
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2205
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07943
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06327
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22188
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06158
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1946
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8137
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51995
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871124
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.044457
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231678
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434408
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652347
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887053
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14333
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424197
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733447
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075377
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455423
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88021
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358089
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899503
†(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517917
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1152
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96097
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89347
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04266
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92109
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9594
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52256
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14508
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85025
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021992
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207391
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408088
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625819
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858158
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111751
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389573
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69527
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033075
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408339
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827513
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298652
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831985
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440551
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01292
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73011
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73698
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84932
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76323
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73286
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29232
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73623
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.82663
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.76492
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7083
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.65674
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.6261
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829644
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.999788
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183423
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382126
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597815
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829713
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080671
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355505
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65773
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991561
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362114
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77578
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240356
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76584
‡(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364865
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91357
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50882
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61502
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66273
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58975
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51456
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0693
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34241
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.809314
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.977915
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159761
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35653
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569996
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801722
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050096
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321993
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620829
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950706
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316748
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725004
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183254
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701071
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290797
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817081
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34661
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49635
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48262
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42215
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35979
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85317
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96474
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74606
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.789269
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956301
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136475
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331328
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542634
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772554
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020009
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289021
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584522
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910616
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272151
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675221
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127228
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637604
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218325
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723316
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24232
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25218
†(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30864
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26018
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17434
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64378
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60234
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24246
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769482
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.935015
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11349
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306444
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515651
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743148
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990392
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256593
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548875
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871182
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228381
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626341
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072313
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575464
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147411
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632283
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14112
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.009
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1406
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09255
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99537
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38766
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25438
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76189
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749979
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914025
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090877
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281989
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489075
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714252
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959886
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224667
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513786
(374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832488
