¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ (379.64, 14.23, 268.00) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.70046
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990023
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230119
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488798
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768223
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.881901
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.060136
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.354108
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44043
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30631
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3495
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53747
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.78262
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.16093
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.87586
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.842876
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.966747
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.838294
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.830905
Ğ(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.944239
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995589
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210652
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392151
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580409
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781427
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99652
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227179
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475037
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742105
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.903311
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.977091
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.149581
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443029
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30942
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35326
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51511
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.90699
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.17189
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.88966
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.08529
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.993149
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.864263
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.856844
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.970546
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992671
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20753
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406016
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595181
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797182
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013371
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245219
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494422
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762954
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.926091
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.000369
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.077644
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44717
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31228
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35676
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49284
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.06538
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.18323
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.90394
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.10382
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.01474
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989916
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204535
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420348
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610399
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813432
Ò(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030731
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263824
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514408
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784472
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.95026
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.025071
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.102899
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520762
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36939
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38228
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47068
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.23033
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.19495
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.91869
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.12297
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.947915
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.938845
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.93134
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.925393
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987205
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201617
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43325
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626082
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830147
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048618
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282984
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53499
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806655
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.975838
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.051213
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.129625
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5954
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4582
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43818
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52221
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.40215
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.20705
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.93393
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.14275
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.082957
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.952599
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.945073
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.060027
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984626
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198843
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430254
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642206
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847366
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067013
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302718
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556197
á(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829499
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.002846
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.078819
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967459
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671038
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54835
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49486
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58052
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56687
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54163
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43243
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41526
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.116533
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.985625
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.978059
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.093481
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36609
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36352
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.92598
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42591
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982169
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196182
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427365
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658792
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865058
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085968
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323029
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578042
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853025
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.031302
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.541707
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048416
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747732
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63987
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5523
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63949
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.73954
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71389
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69083
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6703
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.65231
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.020496
(380.03, 14.14, 266.50) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 8.012888
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.61334
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.19008
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.18757
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72807
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.59599
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979801
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193624
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424606
Ê(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674848
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883305
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10546
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343917
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600486
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877196
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212053
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64643
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131228
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825459
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73277
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61057
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69905
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91958
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89351
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87005
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.84918
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83087
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81511
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80187
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.79116
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.02133
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01887
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.81242
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77332
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977544
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191167
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421982
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901982
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125471
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365383
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62356
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902097
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28007
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722092
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215912
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904235
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78546
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66964
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75924
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10739
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08087
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.057
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03576
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01712
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00106
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98757
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97664
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.85946
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.85705
Ë(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01276
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95828
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975393
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188881
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419495
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669285
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921204
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146042
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387449
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64728
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944812
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349505
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799449
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302526
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984016
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83647
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72952
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82002
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02054
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2764
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.7665
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.75033
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.73648
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.72494
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.71572
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.70878
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.70414
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.70178
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15127
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97334
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186662
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417099
