¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46068
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064781
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570662
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09376
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6796
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33995
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26836
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89447
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49418
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1709
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61872
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1413
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.736479
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.730152
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.724763
×(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.761288
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795786
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173691
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590026
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055149
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55024
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07101
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65404
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31104
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19306
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74855
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34045
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96949
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14329
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86683
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.60966
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.51663
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.87685
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.700529
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.694121
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.688643
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.760013
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791157
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168589
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584365
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04656
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53013
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04857
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62887
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28256
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07383
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60697
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1914
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8058
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51792
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41941
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12752
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.8506
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.75168
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.89066
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.95836
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.665947
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.659462
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.653902
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.758725
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786494
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163512
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578726
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040277
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510279
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02644
Ì(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60398
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2545
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94807
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4696
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04135
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64733
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30856
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88283
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70856
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.86572
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.89391
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.92683
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.96453
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.632693
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.626137
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.620497
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42506
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781775
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158395
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573089
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03549
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490674
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00457
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57951
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22686
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85896
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33625
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89528
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49375
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13955
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86843
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15435
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01199
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.04251
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.07598
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.11425
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.600728
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.594103
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.588391
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420736
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777017
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153363
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56749
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032417
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47139
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9831
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55538
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19959
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.798
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20685
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7536
Í(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34499
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.976
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46923
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40649
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43919
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.19766
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.2317
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.27058
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.570012
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.563323
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.557542
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416345
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772198
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148325
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561907
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029323
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464312
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961856
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53159
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17275
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72586
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12732
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61621
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20084
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81766
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28703
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77425
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90582
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97502
(393.40, 14.69, 307.65) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.39421
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.540512
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.533765
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.550799
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411924
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767315
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143325
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556337
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026184
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462246
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94097
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50817
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14631
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65557
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07382
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48293
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05731
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66443
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11139
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53823
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10121
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18751
É(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.512195
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.505391
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.549572
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40745
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762387
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138316
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551218
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023018
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460581
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920389
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48509
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11232
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58704
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02225
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41592
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91562
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51599
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94205
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34503
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85656
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50173
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.485028
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.478172
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.548334
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402962
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75743
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133356
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548345
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019825
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459288
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908005
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4624
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05104
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52028
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97249
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36274
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78185
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37224
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77879
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17197
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62181
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19387
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95354
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.458982
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.452075
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.547087
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398394
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752439
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12838
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545473
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0166
¾(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458349
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906996
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44007
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9913
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45518
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92452
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31149
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72696
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23301
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6213
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0052
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41425
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95048
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55193
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.434027
(393.40, 14.69, 307.65) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.427076
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078241
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393847
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747393
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12349
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542581
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01338
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457807
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906387
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41808
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93308
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3918
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87835
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26216
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67414
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11745
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4694
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84443
(393.40, 14.69, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24379
