¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.247955
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57635
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26867
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02944
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92959
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81689
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64533
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01929
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10295
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1908
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28295
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37947
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197477
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370003
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555468
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755368
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971438
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205582
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46017
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737899
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042003
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376389
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725783
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10557
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538028
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025517
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564457
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1583
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8616
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57389
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27314
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03449
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93521
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85933
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68503
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01456
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09819
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18598
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27807
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37459
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199692
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372346
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558008
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758114
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974378
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208815
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463661
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741694
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046211
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380981
Š(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730955
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111282
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539972
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027722
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567127
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16129
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85759
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57258
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27351
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04107
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94254
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90415
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72753
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80619
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09673
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18451
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27661
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37309
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202047
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374865
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560732
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761059
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977559
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212225
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467406
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745797
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050675
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385925
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736584
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117466
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542374
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030396
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570402
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16503
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85442
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57254
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27345
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04927
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95167
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95148
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77281
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65193
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09861
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18641
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27852
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37502
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204546
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377564
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563613
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764173
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980957
…(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215893
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471375
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750124
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055454
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391162
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742611
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124128
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546941
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033624
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574375
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16947
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85196
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57366
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27474
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05909
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9626
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00123
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82101
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70567
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11828
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2133
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31274
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41676
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207192
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380411
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566711
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767487
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984508
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219771
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475604
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754739
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060515
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396724
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749071
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13124
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554857
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037356
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578961
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17468
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85165
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57604
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27738
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07048
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97527
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03117
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90338
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82231
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39735
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4955
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5982
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70557
‚(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210005
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383434
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569942
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770973
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988275
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223851
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480057
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759634
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06581
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402608
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755937
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138835
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563251
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041645
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584191
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18061
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85839
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5796
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28142
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07647
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00567
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08093
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01745
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95004
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68912
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79063
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8968
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00779
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21297
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386612
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573336
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774635
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99226
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228193
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484741
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764732
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071457
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408801
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763241
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14692
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572217
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046443
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590097
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18728
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.866
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58436
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29553
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10676
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05061
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13311
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13581
‚(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08272
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9944
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09947
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20935
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32417
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216073
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389946
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576943
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778527
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996439
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23272
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489691
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770143
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077362
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415324
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770954
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155441
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581684
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056844
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596653
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19466
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87337
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6062
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.324
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13918
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09761
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18768
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2586
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22047
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30713
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42286
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5367
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65559
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219321
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393425
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580685
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782589
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000831
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237456
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494838
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775792
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083541
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422126
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779124
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164452
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591699
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068006
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603832
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20024
(406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87582
