¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(353.80, 7.03, 355.89) (345.45, 1.07, 372.91) (0.81, 2.16, 0.81) Human 5.260485
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215103
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690645
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246091
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884962
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74502
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66141
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65026
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84821
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2799
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3922
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7822
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98937
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50446
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713931
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936237
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173413
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442732
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736832
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031985
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389502
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767035
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201147
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675932
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230929
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.86775
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71362
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62036
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60625
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80083
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22509
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28793
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65709
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.81875
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495419
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704138
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92623
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162791
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431115
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725236
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020204
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376446
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753782
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187348
í(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661549
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215962
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.850766
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68259
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57982
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56282
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75179
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17109
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19144
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5342
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.64989
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486451
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694429
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91637
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152267
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419604
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712598
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00854
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363523
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740814
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173706
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647491
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201189
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834007
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65193
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53978
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51996
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70323
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11788
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09653
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41348
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47939
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477561
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684805
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906659
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141837
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408201
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700082
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996995
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350736
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72813
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160223
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633759
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186608
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817482
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62165
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50025
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47766
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65534
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06548
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00316
ğ(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29493
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31204
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468746
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675266
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897097
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131507
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396907
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687685
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985573
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338082
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715732
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146897
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620354
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172226
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801184
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59174
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46122
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43594
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60814
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01388
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91135
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17849
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14875
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460012
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665813
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887684
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121275
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385724
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675411
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974273
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325567
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703619
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133737
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607275
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158041
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.785118
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5622
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42271
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39479
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56162
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96306
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82106
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06416
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99854
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451358
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656449
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878423
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111145
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374651
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663264
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963096
ç(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313191
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691792
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120737
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594522
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144055
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769286
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53305
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3847
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3542
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51577
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91304
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73228
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95214
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.85131
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442785
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647174
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8687
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101116
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363693
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65124
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952043
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300955
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68025
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1079
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582374
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130267
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753686
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50427
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3472
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31419
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4706
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86381
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64499
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84295
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70701
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434295
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637989
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858733
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091188
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352847
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639345
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941114
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288859
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668992
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095228
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570402
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116682
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738323
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47587
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31021
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27474
“(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4261
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81536
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55919
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73433
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56559
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425887
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628894
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848866
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081366
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342116
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627578
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930315
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276906
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65802
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082723
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558609
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103297
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.723195
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44785
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27372
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23586
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38228
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7677
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47485
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62725
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.427
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.417563
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619892
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839102
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071647
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331501
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61594
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919642
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265097
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647332
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070383
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546988
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090117
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708304
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4202
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47117
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03835
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25047
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71442
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51741
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.90864
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.8195
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.79121
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.76686
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.74642
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.72983
ß(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.71698
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.72629
(352.71, 7.09, 357.05) (337.18, 1.17, 385.71) (0.81, 2.16, 0.81) Human 16.93633
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409325
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610983
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829438
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062035
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321003
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604431
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909098
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253432
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635454
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058212
(352.71, 7.09, 357.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535641
