¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(329.89, 7.28, 367.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 5.801635
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.30441
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.649353
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.626297
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.610139
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.640838
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.672987
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.706624
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.741786
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.877472
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.029162
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.277872
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.498549
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.01832
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.19861
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.974298
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.925797
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.915752
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.946572
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.10374
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.28501
(330.27, 7.30, 364.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.2629
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.30013
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.656366
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.633288
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.615342
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.646122
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.678354
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.712077
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.74733
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.879972
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.031801
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.348476
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.54836
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.08059
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.44457
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.21003
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.12462
ë(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.11458
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.12769
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.29101
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.46174
(330.27, 7.30, 364.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.29409
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.29882
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.66448
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.641377
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.621416
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.65229
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.68462
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.718444
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.753801
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.883054
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.035056
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.421679
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.599635
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.14553
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.70539
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.45975
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.3336
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.32359
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.31726
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.48713
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.66479
(330.27, 7.30, 364.73) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.32767
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.30049
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.673702
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.650569
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.628717
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.659349
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.691792
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.72573
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.761206
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.886718
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.038925
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.497558
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.652404
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.21321
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.13319
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.72465
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.55346
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54348
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.53557
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.69269
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.87777
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.51792
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.30513
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.684042
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.660876
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.638992
ì(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.667302
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.699871
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.73394
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.76955
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.890968
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.043414
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.576205
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.706699
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.02796
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.38944
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.00607
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.78501
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.77507
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.76726
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.90832
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.10134
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.72373
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.31276
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.695509
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.672306
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.650388
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.676157
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.708866
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.743081
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.778841
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.895805
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.048522
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.657711
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.762551
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.08775
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.46426
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.30549
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.03614
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.01924
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.01153
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.13472
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.33626
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.93839
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.32336
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.708114
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.684871
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.662916
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.685917
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.718783
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.753159
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.789085
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.901229
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.054252
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.74217
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.83251
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.14927
ë(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.54209
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.6246
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.34072
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.27695
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.26937
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37262
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.58332
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.16245
(330.27, 7.30, 364.73) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.33696
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.72187
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.698584
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.676588
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.696593
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.729629
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.764181
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.80029
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.907245
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.060605
(330.27, 7.30, 364.73) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.346745
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.92194
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.21254
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.62302
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.96528
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.66549
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.54929
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.54185
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62287
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.84343
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.39645
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.736791
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.713456
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.691416
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.708191
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.741414
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.776157
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.812464
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.913854
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.067586
(330.27, 7.30, 364.73) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.379539
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.01463
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.27763
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.70713
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.72719
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.01242
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.83743
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.83017
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.88637
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.11755
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.64104
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.75289
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.729505
î(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.707418
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.720721
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.754145
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.789097
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.825618
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.921058
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.075196
(330.27, 7.30, 364.73) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.413419
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.11068
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.34455
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.79451
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.00032
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.38373
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.14273
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.13567
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.16413
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.40678
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.89687
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.770185
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.746745
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.724607
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.734192
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.767833
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.80301
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.839762
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.928861
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.083439
(330.27, 7.30, 364.73) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.448401
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.21024
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.41336
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.88525
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.06592
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.78198
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.46665
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.45983
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.45725
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.71233
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.16467
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.788692
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.765193
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.743001
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.748613
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.782488
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.817904
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.854906
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.937266
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.09232
(330.27, 7.30, 364.73) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.484501
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.31343
(330.27, 7.30, 364.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.48411
(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.97946
ê(330.27, 7.30, 364.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.13365
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.21007
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.85178
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.80431
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.80026
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.0355
(330.27, 7.30, 364.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.44524
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.808432
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.784871
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.762619
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.763999
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.798122
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.833797
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.871065
(330.27, 7.30, 364.73) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.946275
