¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71204
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644596
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123261
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.657107
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267992
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87181
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60676
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41046
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21823
ù(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53422
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95324
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75283
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25769
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.61495
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.55537
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.50031
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44969
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40347
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36161
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.32406
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.29079
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.26175
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.23693
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949978
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338134
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512766
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837273
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197293
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612453
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081765
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609821
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213067
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802224
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54078
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32263
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1192
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46682
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04588
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84031
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64211
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.19755
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.13965
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.08617
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.03704
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.99223
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.95169
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.91537
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.88324
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.85527
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.83143
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92921
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190945
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487878
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808785
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165595
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579545
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040414
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562734
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152559
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733537
÷(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47528
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2363
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05199
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3989
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12374
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93037
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85705
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79997
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.74365
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.69166
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.64395
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.60045
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.56114
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52598
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49492
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46794
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44502
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908486
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168242
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556547
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780379
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134007
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543065
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.999217
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515854
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092787
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673315
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41026
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15144
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98512
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33048
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04952
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02304
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88611
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42099
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.36616
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.31557
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.26917
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.22692
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.18877
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.15469
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.12464
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.09859
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07652
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887811
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1456
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428309
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752062
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102529
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506708
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958181
ü(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469191
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03375
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617747
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34574
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06802
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91862
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26161
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97165
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11836
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91559
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.05945
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.00602
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.95675
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.9116
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87052
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.83346
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.8004
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.7713
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.74612
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.72485
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867188
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123024
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403494
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796654
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071172
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470481
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917318
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422757
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975443
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562559
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28171
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98604
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85249
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19233
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8947
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21644
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94555
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.71429
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.66218
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.61417
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.57019
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.53021
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.49419
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.46209
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.43387
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.40951
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.38899
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.37229
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846622
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100518
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378766
õ(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689804
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039943
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434391
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876639
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376564
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917866
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507765
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2182
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90546
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78675
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11816
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81877
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31731
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97593
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.38456
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.33371
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.28688
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.24401
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.20507
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.17002
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.13882
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.11143
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.08785
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.06803
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.05197
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826118
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078086
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354102
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663258
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061838
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398451
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836149
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330618
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861016
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.453368
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1552
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82628
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7214
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02703
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7438
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83903
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00682
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.06938
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01971
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.974
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93217
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.89422
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86008
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.82973
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.80314
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.78028
ã(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76112
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.74566
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80568
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055735
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329437
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63679
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977204
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362662
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795857
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284927
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.804889
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399378
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09274
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74846
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65647
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93669
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66979
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76093
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03813
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76791
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71937
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.6747
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.63388
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.59685
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56358
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53403
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.50818
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.486
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46747
(342.16, 7.24, 370.29) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.45258
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785311
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033467
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305338
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610411
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947929
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357872
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755774
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239505
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749974
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345799
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0308
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67611
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59196
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84715
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59672
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68392
