¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
!(409.54, 12.29, 331.04) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.609966
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.914763
(411.85, 12.44, 331.07) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 20.49419
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.340297
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.333619
ı (411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.328381
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.324576
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.322202
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.321258
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.321739
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.32365
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.326989
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.37389
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.380983
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.389726
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.400126
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.182549
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.197543
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.214197
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.232528
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.268981
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.249141
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.230815
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.213985
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.198633
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.184743
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.172304
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.161299
(411.85, 12.44, 331.07) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 20.20763
(411.85, 12.44, 331.07) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 20.29212
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.348996
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.342328
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.3371
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.333308
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.330948
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.330019
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.330518
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.332448
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.391109
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.399883
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.410315
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.422418
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.610907
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.207545
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.224239
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.242611
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.3174
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.297536
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.279197
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.262361
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.247013
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.233136
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.220718
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.209746
(411.85, 12.44, 331.07) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 20.09281
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.359112
‚!(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.352455
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.347238
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.343461
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.341119
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.340208
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.340727
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.342679
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.411695
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.422163
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.434307
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.448133
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.219175
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.235914
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.254337
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.367837
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.347952
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.329599
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.31276
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.297417
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.283554
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.27116
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.26022
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.370654
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.364007
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.358807
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.355046
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.352722
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.351831
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.352375
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.433558
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.402675
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.37381
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.34694
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.322038
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.435683
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.44787
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.461747
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.249238
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.267715
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.420357
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.400449
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.382084
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.365242
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.349905
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.336061
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.323693
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.31279
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.383631
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.376999
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.371814
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.368073
ì (411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.36577
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.364903
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.984955
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.987401
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.991604
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.997565
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.00529
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.014789
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.450887
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.463126
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.477057
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.492689
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.282761
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.475019
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.455092
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.436716
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.419873
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.404546
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.390721
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.378381
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6792
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.398059
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.391441
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.386275
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.382554
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.380275
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.001987
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.002718
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.005204
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.009449
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.015457
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.023232
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.032784
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.044121
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.480086
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.494076
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.509775
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.527197
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.507437
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.090468
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.069041
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.049292
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.0312
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09641
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.023
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72456
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71975
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.036036
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.029759
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.025248
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.0225
î (411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.021512
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.022283
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.024813
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.029106
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.035164
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.042994
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.052606
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.064007
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.512826
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.528595
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.546093
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.565335
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.154014
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.132566
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.112809
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.094722
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.267418
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95077
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44439
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75979
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.057246
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.050996
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.046517
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.043803
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.042855
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.04367
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.046247
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.050592
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.056707
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.064599
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.074275
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.085745
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.54917
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.56675
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.586081
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.220094
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.198627
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.178864
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.160783
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.239505
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87934
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16484
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58618
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.080283
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.074062
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.069616
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.066943
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.066036
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.066898
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.069529
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.073929
Ú (411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.080106
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.088064
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.097811
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.109357
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.589188
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.608612
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955074
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.267311
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.247544
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.229472
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.213077
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8087
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68855
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64433
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.105168
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.09898
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.094572
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.09194
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.091082
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.091994
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.094682
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.099144
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.105387
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.113416
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.12324
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.134868
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.632959
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960204
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.338708
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.31894
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.300879
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.28451
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73889
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52949
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84845
(411.85, 12.44, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93089
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.131927
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.125773
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.121407
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.118819
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.118011
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.11898
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.121728
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.126257
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.132571
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.140678
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.150586
(411.85, 12.44, 331.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.162302
