¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.58, 7.27, 372.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.530413
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.17469
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.152494
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.132181
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.113731
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.097125
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.082348
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.069383
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.058218
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.048842
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.041247
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.035425
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.03137
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.029078
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.028545
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.029778
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.032767
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.03752
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938437
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129818
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335175
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556128
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098867
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949387
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908351
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480418
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12228
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82645
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57617
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42998
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40419
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.55432
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.523
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49445
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46864
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.44554
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42514
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.40741
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.39233
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.37989
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.37008
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36288
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.3583
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35632
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35695
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36018
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924661
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11504
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319304
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539064
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125767
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983284
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896784
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467271
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11804
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82924
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5729
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42621
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39603
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46728
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.43617
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.40781
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.38216
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35922
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.33895
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.32134
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30636
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.294
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.28426
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27711
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27257
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27061
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27123
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27445
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911102
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100542
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303754
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522351
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151186
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015361
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884974
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453841
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10265
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8283
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56958
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42238
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38785
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.38395
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35303
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.32485
œ(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.29937
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27657
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.25643
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23893
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.22405
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21177
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2021
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.195
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19048
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.18854
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.18916
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19236
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896468
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086326
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288517
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505939
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17508
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045493
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872948
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440146
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08697
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82532
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56615
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41838
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37971
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30422
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27349
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.24547
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.22015
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19749
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.17748
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16009
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1453
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1331
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.12348
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11643
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11195
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11002
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11064
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11383
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874444
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070987
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273556
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493872
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197429
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073703
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860651
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426205
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.071
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82226
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5626
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41433
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37154
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.228
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19744
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1696
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.14442
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1219
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.102
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08471
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07001
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05789
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.04833
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.04132
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03687
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03495
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03558
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03875
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852756
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047721
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257399
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510694
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218157
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09989
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848159
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411988
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06233
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81909
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55902
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41016
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36339
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15519
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.12481
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.09712
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07209
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.0497
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02991
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01272
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99811
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98605
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.97655
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96959
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96515
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96325
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96388
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96704
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831394
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024789
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23272
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526142
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237248
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12407
¦(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835417
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397509
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07119
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81587
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55531
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40588
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11865
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08573
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05551
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02797
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00308
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9808
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96112
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.94403
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92949
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91751
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90806
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90113
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89673
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89484
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89547
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89861
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81033
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002237
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20848
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509088
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254685
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146111
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822438
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382784
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07947
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81255
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5515
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40148
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05226
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01952
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98946
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96206
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93729
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91513
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89556
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87855
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.86409
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.85217
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.84277
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83589
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83151
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82964
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83026
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83339
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789634
¡(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979996
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182346
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486668
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270442
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166096
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809266
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387404
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08726
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80916
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54762
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.397
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95238
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95649
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92658
(341.57, 7.39, 372.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89932
