¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(354.88, 7.08, 355.16) (329.51, 1.39, 364.73) (0.81, 2.16, 0.81) Human 13.87237
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51317
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63284
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0174
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78764
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01102
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70398
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913727
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133719
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397044
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688595
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009422
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362492
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936614
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592071
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55983
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01095
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52892
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6711
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45843
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5668
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94793
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6921
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91656
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52489
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88365
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900812
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126114
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389249
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680035
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999981
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350981
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950083
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564918
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560809
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01204
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53151
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79473
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40387
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50104
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87847
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59711
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82237
‰(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31465
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74545
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88805
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118506
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381433
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671453
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990518
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358487
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962731
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537947
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023777
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01356
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5345
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96624
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3495
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43558
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80903
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50266
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72848
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10054
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63835
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875443
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110898
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373599
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662853
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981036
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368542
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974552
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511165
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993762
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0155
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53787
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14913
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29533
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37102
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73963
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4088
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63491
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88878
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53516
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103289
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365749
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654236
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971442
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377878
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985532
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484572
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963971
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49444
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54163
†(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12699
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37823
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30716
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67031
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31552
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5417
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67936
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43575
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858012
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095684
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357884
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645603
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961061
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386493
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995666
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458174
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934409
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.46067
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54581
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13167
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52634
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24517
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60107
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26258
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44885
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95127
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43544
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851025
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088082
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350007
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636959
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950693
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394378
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996398
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431973
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905077
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.427296
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.984545
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13675
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7347
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18924
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53195
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20886
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35639
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80275
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43956
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844043
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080759
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342118
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628302
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940341
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401525
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975267
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405973
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875982
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394317
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947447
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14231
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93466
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13336
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46296
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15438
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24287
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65322
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44609
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837067
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073532
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334219
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619635
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930001
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407932
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954182
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380177
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.847123
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.361738
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910813
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54442
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8823
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23209
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39412
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09919
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12521
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49367
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45511
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830097
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066296
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326311
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610959
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919677
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413588
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933143
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354581
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818501
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329554
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87464
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50845
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83009
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41843
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32545
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04331
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00909
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33637
ó(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28815
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823134
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059054
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318398
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602279
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909374
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418496
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912157
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329196
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790668
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297769
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838932
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47292
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18466
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67499
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25696
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98676
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89452
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18131
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.54906
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816184
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051806
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31048
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592959
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899092
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422646
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891229
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304021
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766336
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26638
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804506
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43783
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14883
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81631
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18869
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92959
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78147
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02849
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36979
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809241
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044556
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302558
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58363
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89882
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426037
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870362
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279059
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742088
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235395
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777799
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40318
í(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11345
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92241
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28314
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87183
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66994
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.87786
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.19246
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802312
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037302
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294636
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574321
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90108
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428666
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848249
