¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15535
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04817
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0106
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83779
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749422
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048589
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377057
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739165
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140384
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587222
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0878
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652429
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29396
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02911
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8799
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84427
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95476
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34485
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65867
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97023
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74759
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734578
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032351
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359175
û(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719436
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118427
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562707
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060248
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621214
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25837
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98811
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83221
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78854
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88882
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26405
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97628
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42374
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.65632
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719742
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016086
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341272
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699614
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096443
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538137
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032671
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589956
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22273
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94711
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78454
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73299
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82315
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18344
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87643
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07217
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56404
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704788
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999732
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323266
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679773
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074385
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513508
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005032
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558681
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18704
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90613
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73687
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67762
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75776
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10314
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77701
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94027
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10739
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97702
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689856
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983366
ı(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305289
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659862
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052312
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488851
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977329
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5274
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15141
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86512
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68925
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62249
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69268
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02303
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67805
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80887
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87764
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.76241
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674868
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966929
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287228
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639949
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030183
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464171
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949629
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496084
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11575
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82413
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64167
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56758
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62793
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94325
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57952
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.678
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79533
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.54729
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659838
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950471
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269129
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619986
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008036
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439457
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921913
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464749
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08004
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78319
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59414
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51293
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56349
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86373
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48147
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54769
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64457
ô(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.33186
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644748
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933976
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25103
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599956
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985839
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414731
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894118
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433414
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0444
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74226
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54672
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45846
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49941
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78456
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38395
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41801
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49383
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.11627
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629665
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917474
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23288
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579947
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963664
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8664
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402114
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00876
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70137
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49935
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4043
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43563
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7057
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28695
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28894
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34306
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44229
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614534
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900919
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214714
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559919
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941434
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365227
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83865
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37079
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973205
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66054
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45211
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35042
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37227
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62722
„(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19053
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16056
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17027
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98351
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599411
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884351
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196519
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539867
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919207
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34049
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810923
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339516
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937622
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61981
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40495
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2968
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30925
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54909
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09466
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03291
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96775
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584258
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867809
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178329
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519782
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896971
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315742
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783206
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308255
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902119
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57915
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35792
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24346
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24665
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47133
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99935
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90599
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79853
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569098
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851182
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160116
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499717
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874779
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291013
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755481
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277009
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866684
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53854
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31102
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19041
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1844
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39399
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90466
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77986
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63564
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553875
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834603
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14193
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479664
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852559
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266285
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727809
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245838
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83129
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49807
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26424
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13768
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12258
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31709
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81059
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65583
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47007
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98826
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538716
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818005
