¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.41883
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.41056
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.683061
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.812683
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.950671
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097824
¶(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255072
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423373
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63553
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878545
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197124
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591831
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041766
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559144
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160325
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31814
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86267
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.41115
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.3761
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.34365
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.31377
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.28642
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.26157
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.23921
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.21931
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.20184
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.1868
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.17416
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.16392
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.15607
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.675114
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.804262
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.941726
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.088288
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244879
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416209
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639197
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882578
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179343
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571633
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018643
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532433
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12914
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65861
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84196
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.16131
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.1272
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.09564
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.06659
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.04002
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.0159
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.99421
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.97493
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.95804
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.94352
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.93137
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92155
´(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.91408
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.667483
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.796142
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933093
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079077
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235082
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419806
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643129
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886841
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161607
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551555
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995648
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505892
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259127
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92908
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82076
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92363
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.89041
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.85968
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.83141
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.80557
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.78214
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.76108
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.74239
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.72604
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.71201
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.7003
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.69088
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.68376
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660084
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788321
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.924748
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070225
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.225575
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423564
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647205
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891317
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15873
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531528
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972747
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479482
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522909
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90514
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.73217
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.69732
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.66493
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.63499
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60746
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.58231
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.55952
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.53906
®(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.52092
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.50507
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.4915
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.48021
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.47116
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.46437
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652954
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780757
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.916728
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061645
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22158
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427526
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651551
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89603
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163895
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511579
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949991
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453192
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797743
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88148
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.51567
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.48165
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45006
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.42086
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.39402
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.36952
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.34733
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.32744
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.30981
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.29444
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.28131
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.2704
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.2617
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.25522
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.646089
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.773443
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.908986
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053456
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22541
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431695
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656045
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90098
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16931
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49176
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927305
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427046
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083993
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8581
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.30921
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.27598
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.24513
·(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.21663
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.19045
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.16656
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.14495
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.12558
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.10844
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.09352
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.08079
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.07024
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.06187
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.05567
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639505
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.766458
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.901541
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045531
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229406
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43601
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660813
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90615
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174978
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472021
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904739
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401054
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369012
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83497
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.11216
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.07968
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.04953
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.0217
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.99614
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.97283
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.95176
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.93289
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.91621
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.9017
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.88935
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.87915
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.87109
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 10.86515
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.633178
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759756
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894427
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042741
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233591
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440556
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665732
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911542
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180923
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477331
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882342
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37526
¸(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621929
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81215
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.12656
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.10074
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.0772
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.13691
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.11771
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.10073
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.08596
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.07339
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.063
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.05478
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.04873
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.04483
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.04309
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.04351
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627124
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.753335
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.887579
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046751
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.237947
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445294
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670871
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917161
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187065
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484107
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86004
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34955
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8841
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78955
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.34225
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.3159
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.29186
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.27012
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.25065
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.23344
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.21846
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.2057
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.19515
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.1868
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.18064
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.17666
