¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(330.20, 7.30, 374.51) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45448
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.177801
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.195058
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.224345
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.269952
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.34365
(330.50, 7.32, 373.22) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 11.95393
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 11.90458
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.396478
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.375062
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.354694
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.335355
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.317035
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.299694
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.283332
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.26792
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.253447
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.239894
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.227251
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.215503
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.20464
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.194644
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.185514
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.177231
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.169795
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.163204
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.160808
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.167635
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.184317
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.212544
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.256057
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.3246
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.474565
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 11.97081
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.394443
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.373112
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.352829
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.333581
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.315343
í(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.298089
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.281803
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.266469
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.252073
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.238594
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.226026
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.214353
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.203564
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.19364
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.18458
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.176371
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.169006
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.162481
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.160094
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.166911
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.183553
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.211699
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.255078
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.323307
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.470403
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.04015
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.91025
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.91614
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.402064
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.380786
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.360553
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.341345
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.323148
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.305945
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.289707
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.274424
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.260081
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.246655
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.234138
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.222511
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.211773
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.201907
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.192903
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.18475
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.177444
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.170977
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.168574
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.175571
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.192692
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.221739
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.266871
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.339356
(330.50, 7.32, 373.22) (329.17, 1.39, 350.45) (0.81, 2.16, 0.81) Human 8.538337
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.11266
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.47752
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.48334
ì(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.419991
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.398713
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.378492
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.359303
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.341127
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.323936
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.307724
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.292464
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.27814
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.264749
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.252265
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.240685
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.229978
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.220157
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.211201
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.203091
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.195841
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.189428
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.186966
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.194406
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.212653
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.24388
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.293398
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.378093
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.23894
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.18842
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.06419
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.06993
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.44997
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.428663
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.408429
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.389224
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.371031
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.353843
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.337636
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.322381
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.308078
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.294693
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.282232
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.270676
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.260007
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.250226
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.241311
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.233258
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.226059
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.219707
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.217173
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.225441
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.24584
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.281461
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.340862
æ(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.470588
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.31841
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.26757
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.66911
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.67478
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.49588
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.474545
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.454258
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.435029
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.416825
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.399619
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.3834
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.368161
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.353865
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.340515
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.328078
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.316561
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.305938
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.296211
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.287368
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.279389
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.272269
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.266009
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.263379
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.27329
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.298093
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.34376
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.435304
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.40323
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.40135
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.35017
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.7498
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.76119
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.56769
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.546348
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.526066
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.506855
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.488691
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.471535
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.455384
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.440218
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.426013
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.412764
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.400461
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.389072
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.3786
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.369042
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.360378
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.352583
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.345679
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.33964
Ò(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.337016
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.351115
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.389033
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.48889
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.49406
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.48974
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.48786
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.43635
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.04763
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.22219
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.718498
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.698567
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.679892
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.662382
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.646063
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.630907
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.616935
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.604163
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.592602
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.582352
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.57339
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.565843
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.559989
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.556215
(330.50, 7.32, 373.22) (331.67, 1.39, 353.67) (0.81, 2.16, 0.81) Human 4.555682
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.68401
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.66224
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.63152
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.61482
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.60061
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.58889
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.57964
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.58428
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.57994
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.57806
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.52618
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.04247
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 23.44067
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507721
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766794
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026351
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308105
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614953
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950302
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341013
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806786
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32959
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840998
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3976
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98446
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57365
½(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31524
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.80317
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.77867
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.75675
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.73739
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.72056
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.70625
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.69444
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.68513
(330.50, 7.32, 373.22) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.67829
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.67394
(330.50, 7.32, 373.22) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 12.67206
(330.50, 7.32, 373.22) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 12.6198
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 22.68971
(330.50, 7.32, 373.22) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 24.69306
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508844
(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759457
