¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(378.66, 16.05, 281.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.293406
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924199
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193563
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897161
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219658
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577586
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977392
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41808
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872433
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38633
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97036
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62644
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34301
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14491
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91339
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65881
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450698
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681329
‘(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930464
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200355
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905808
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229067
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584929
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985485
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425646
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880768
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39124
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97586
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63262
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3561
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15979
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96193
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7128
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456197
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687256
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936872
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207304
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914639
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238693
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5925
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993796
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433615
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889502
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39651
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98181
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63925
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36988
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17543
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0121
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76864
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461817
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693317
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943424
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214409
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92377
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248627
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603005
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002356
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441867
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898668
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40401
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9881
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64639
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38422
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19145
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06397
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82638
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46756
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699509
ˆ(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95012
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221671
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51683
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258789
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614104
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011171
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450561
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908218
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41458
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99485
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65399
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39925
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2074
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08964
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.886
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473425
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705833
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95696
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229089
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524903
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269185
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625475
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020219
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459582
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918183
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42562
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00202
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66208
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40893
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22414
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10876
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94759
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47941
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712289
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963941
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236662
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533143
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279878
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637125
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029535
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469023
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928543
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43715
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00959
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67061
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41863
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24172
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1288
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01113
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485517
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718876
‚(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971065
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24439
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543272
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290815
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649092
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041533
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478772
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93933
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44906
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01765
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67964
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42889
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26012
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14977
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491743
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725592
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978329
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252272
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552488
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301975
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661295
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054959
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488894
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950521
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46148
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03002
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68915
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43966
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27931
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17168
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498091
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732438
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985735
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264768
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559927
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875676
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673798
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068676
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499424
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962126
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47435
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04435
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69911
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45099
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29937
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19457
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504556
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739413
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993281
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276916
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567566
ù(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883998
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684034
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079553
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51028
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974117
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48765
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05917
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70956
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46285
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3156
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21837
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51114
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746516
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007482
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284128
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575399
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892536
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693489
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089926
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521525
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986532
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50139
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07451
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72051
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47526
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32956
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24312
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51784
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755656
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021946
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291521
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583429
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90129
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703199
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100605
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533134
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999321
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51563
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09038
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73406
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48823
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34419
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26884
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52466
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7691
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029563
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299094
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591657
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910258
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258455
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111535
ö(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545119
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01257
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53027
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10677
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75244
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50171
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35953
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29556
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534999
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782663
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036721
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306848
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60008
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919443
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268506
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12278
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557475
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02618
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5454
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12364
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77141
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51576
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3756
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32319
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547632
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79391
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044044
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314779
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608701
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928841
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27879
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134314
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570191
(378.47, 15.97, 283.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04024
