¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644976
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50886
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572443
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7753
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992958
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231241
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490576
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768528
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401423
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757269
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143225
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571357
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048867
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584701
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1901
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87939
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40188
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37807
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5242
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88844
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02485
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16999
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37148
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568699
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771742
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988989
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226931
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485879
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764294
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065295
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396249
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753324
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138864
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56651
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043451
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.578607
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18319
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55217
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39222
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36681
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51086
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8725
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9025
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01939
¢(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57321
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565032
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768286
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985122
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222732
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481303
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760221
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060765
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391266
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749641
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134792
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561985
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038394
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572918
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17675
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54434
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38319
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3563
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49846
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81719
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88748
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94504
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84152
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561444
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764934
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981369
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218643
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476849
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756313
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056409
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386475
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746219
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13101
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557783
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033697
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567636
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17076
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53709
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37481
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34653
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48696
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74714
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87461
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93052
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62789
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557935
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761686
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977856
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214666
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472517
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752567
¢(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052228
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381877
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743062
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12752
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553904
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029364
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562759
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80168
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53039
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36707
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33753
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47633
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6792
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86386
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91836
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2541
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554505
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758543
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974456
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210801
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468306
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748985
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048221
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377471
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740165
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124317
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550345
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025386
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558289
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79631
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52423
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3293
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46658
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61331
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82844
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91824
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28363
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551154
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754941
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971169
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207047
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464217
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744989
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044389
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373258
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735919
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121403
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547109
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02177
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15241
¾(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79143
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51864
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35357
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32177
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45774
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54943
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75421
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94603
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31586
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547883
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751407
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967994
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203407
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460252
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740654
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040734
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369238
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731479
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118781
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544195
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018514
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1485
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78702
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51362
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34775
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31502
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44976
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53533
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70975
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97765
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35083
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544692
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747962
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964935
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199881
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45641
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736454
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037254
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36541
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727251
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116446
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.541601
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015618
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14507
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78307
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50915
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3426
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30904
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44267
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57877
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76006
¶(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12844
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49983
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541582
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744602
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961988
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196466
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452692
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732389
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03395
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361778
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723236
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114403
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539331
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577374
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14203
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77966
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50523
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33808
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30373
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43644
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62398
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81244
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28413
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79929
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538553
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741332
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959158
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193164
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449097
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72846
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03082
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358338
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719439
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112648
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537382
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575075
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13944
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77671
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50185
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33422
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29926
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43112
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67095
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91676
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44485
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48764
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535606
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738148
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956441
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189976
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445625
À(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724667
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027948
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355091
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715853
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111183
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070175
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573149
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13727
(336.79, 7.83, 343.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77424
