¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 17.35699
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80689
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383196
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62546
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888273
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174179
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48643
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828697
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205412
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533956
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84121
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17332
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53327
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924623
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36093
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84254
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15684
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30211
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45349
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61127
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77581
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94741
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12651
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3135
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5088
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7129
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92638
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14972
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38715
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63943
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385083
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62752
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890464
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17662
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489078
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831601
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187803
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508825
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82769
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158715
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517464
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907457
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33289
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79867
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07193
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21035
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35445
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50464
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66283
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83101
²(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00648
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18961
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3809
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58076
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78973
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00834
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23717
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47868
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387015
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629611
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892758
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179076
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4918
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834589
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163777
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48278
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81485
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14486
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502419
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891109
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31506
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77917
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96471
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15694
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2996
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44822
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60308
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7645
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93287
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10848
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29183
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48326
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68321
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89229
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11094
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33981
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388996
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631754
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895116
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181655
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494604
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837638
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140307
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45738
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801947
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131685
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488173
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87564
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29815
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6742
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85405
¸(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04225
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23933
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39431
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5476
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70743
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87408
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04792
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22936
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41878
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61669
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82352
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03983
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26622
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391085
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634015
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89754
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184273
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497488
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826402
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11738
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43255
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774943
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119183
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47467
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860912
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28215
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57112
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74725
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93147
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12441
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32646
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49468
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65294
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81796
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99013
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16977
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35732
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55318
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75795
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97204
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36291
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391932
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636292
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900012
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186996
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500453
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805643
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094964
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408278
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748588
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107384
·(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461884
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847041
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26704
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47158
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64416
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82465
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01353
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21138
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41873
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.601
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7645
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93505
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11296
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29873
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49276
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69551
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90752
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76209
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39255
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638629
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902533
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189741
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503464
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785364
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073067
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384586
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722844
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091406
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44987
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834021
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21364
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37549
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54467
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72155
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90662
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10042
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30347
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5164
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71362
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88261
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05896
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24302
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43525
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63613
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10647
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18918
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393237
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641026
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905146
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192594
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500507
¹(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765594
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051738
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361487
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69772
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064041
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438601
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821758
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12392
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28268
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44861
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62204
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80349
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99345
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1924
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40096
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61976
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83282
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00761
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1901
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38065
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57973
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49625
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393914
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642305
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907792
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195494
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48255
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746302
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030904
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338903
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673282
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037395
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428024
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810331
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03724
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19308
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35586
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52607
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70401
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89028
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08534
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28976
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50414
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72912
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95898
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13994
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32887
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87299
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91298
(434.29, 15.17, 248.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394619
