¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(406.54, 14.15, 247.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.936473
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997422
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386997
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818287
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298246
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.397392
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.27842
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.252968
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.229447
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.207838
ä(405.59, 14.03, 247.89) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.80347
(405.59, 14.03, 247.89) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.79794
(405.59, 14.03, 247.89) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 14.57016
(405.59, 14.03, 247.89) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 15.00046
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12414
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54458
(405.59, 14.03, 247.89) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 20.27022
(405.59, 14.03, 247.89) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 20.66735
(405.59, 14.03, 247.89) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 20.65961
(405.59, 14.03, 247.89) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 20.6559
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620772
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808261
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009943
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227426
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462514
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717383
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994616
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297222
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628742
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991014
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379941
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810452
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289547
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.407353
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.286486
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.261004
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.23746
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.215826
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.11686
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.12259
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.40128
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.17383
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.16362
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.37149
(405.59, 14.03, 247.89) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 20.42841
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00929
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618111
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805441
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00692
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224113
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458945
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713549
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99045
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292633
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623712
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98501
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373326
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803102
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281318
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.419306
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.296392
â(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.270878
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.247301
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.225637
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.08507
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.09499
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.17732
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.07198
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.06187
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.65515
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91947
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92264
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61563
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802779
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004024
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221024
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455596
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709917
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986484
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288335
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619015
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97936
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367079
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796189
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273619
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.433264
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.30815
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.282595
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.25898
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.237281
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.674171
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.03731
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.03696
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.33231
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.17723
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.16897
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86524
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84105
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613308
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800289
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001389
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218119
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452482
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706515
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982784
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284301
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61456
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974089
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361259
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789759
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266473
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.449244
â(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.321772
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.296169
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.272511
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.250771
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.655585
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.13465
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.13552
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.65722
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.48273
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.4742
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81789
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74504
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611136
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797987
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998867
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215439
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449547
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70335
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979334
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280527
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610456
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970989
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355895
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783779
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259784
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.467262
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.337269
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.311613
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.287906
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.266119
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.668745
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56868
(405.59, 14.03, 247.89) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.45782
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.00244
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.80651
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.79769
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74865
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65036
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609151
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795792
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996552
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212978
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446852
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700411
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976175
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277071
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606627
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969112
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354771
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78044
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253708
æ(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.487336
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.354659
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.328943
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.305179
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.28334
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.685046
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56158
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66552
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.36981
(405.59, 14.03, 247.89) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.15017
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.85886
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.85567
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56075
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60729
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793844
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994412
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210647
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444362
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697731
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973246
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273846
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603121
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965243
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35403
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779602
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252792
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779466
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.429356
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.348176
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.324349
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.302451
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.703248
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55602
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.01978
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.00018
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.16282
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.69503
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.98458
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47629
(405.59, 14.03, 247.89) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.05169
(405.59, 14.03, 247.89) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.04036
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605608
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791999
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992474
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208564
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442085
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695257
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970538
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270936
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599907
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961682
é(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35373
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779256
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252398
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778507
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.453259
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.36933
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.345434
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.323474
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.723367
(405.59, 14.03, 247.89) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.54072
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.90857
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.88927
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.36869
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.61501
(405.59, 14.03, 247.89) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.60575
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39678
(405.59, 14.03, 247.89) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.90239
(405.59, 14.03, 247.89) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.89125
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604054
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790377
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990684
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206643
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440038
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693038
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968122
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268283
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59699
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958487
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353806
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779378
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252506
(405.59, 14.03, 247.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77819
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.479261
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.392429
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.36846
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.346429
(405.59, 14.03, 247.89) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.745421
(405.59, 14.03, 247.89) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 13.01367
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.08249
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.94174
(405.59, 14.03, 247.89) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.93006
