¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15487
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13538
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68357
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29048
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44664
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42161
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40023
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38247
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36833
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34756
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34061
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.33723
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.737965
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.723087
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.709097
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.695972
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.683699
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.672265
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.661662
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.651876
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.642893
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.634716
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.627327
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.622701
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.628572
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.646761
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.681348
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.747746
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41328
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50461
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4795
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45806
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44026
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42608
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40525
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39828
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39491
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39511
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.690974
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.675531
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.660957
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.647233
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.634344
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.622273
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.61101
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.600543
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.590861
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.581949
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.573807
 (379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.569438
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.573971
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.588005
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.613338
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.654555
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.726918
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56657
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54139
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.51988
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50203
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4775
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46691
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45993
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45654
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45676
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.657851
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.642056
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.627122
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.61303
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.599762
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.587302
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.575647
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.564778
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.554679
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.545346
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.536774
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.532782
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.536647
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.548695
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.570081
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.603419
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.655113
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.750583
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60732
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58575
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56783
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54323
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53261
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52561
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52222
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.634719
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.618651
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.60344
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.589065
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.575513
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.562769
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.550822
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.539655
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.529259
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.519621
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.510825
’ (379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.507104
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.510578
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.521502
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.540759
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.570224
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.614001
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.683444
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67738
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65573
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.62738
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61308
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60242
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5954
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.619671
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.603358
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.5879
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.573281
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.559483
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.546495
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.534299
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.522883
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.512233
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.50234
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.493437
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.489871
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.493105
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.503376
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.521404
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.548739
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.588543
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.648521
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.763524
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71947
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70145
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6871
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67641
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66937
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.611715
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.595157
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.579462
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.564604
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.550572
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.537345
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.524913
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.51326
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.502378
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.492253
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.483262
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.479777
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.482887
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.492797
— (379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.510169
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.536389
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.574213
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.62995
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.726285
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79788
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.77979
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.76538
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75466
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.610398
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.593585
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.577634
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.562529
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.548246
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.53478
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.522105
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.510216
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.499099
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.488736
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.479634
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.476176
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.479243
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.489029
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.506176
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.532016
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.569191
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.62359
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.715196
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88063
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86247
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84802
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83725
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.615683
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.598579
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.582343
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.566961
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.552409
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.538671
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.525737
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.513591
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.502218
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.491604
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.482332
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.478855
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.481956
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.491831
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.509144
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.535267
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.572923
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.628323
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.72338
‘ (379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96783
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.9496
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.93509
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.92428
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.627916
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.610471
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.593904
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.578193
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.563324
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.54928
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.536043
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.523603
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.511942
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.501049
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.491532
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.487976
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.491191
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.501382
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.519288
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.546405
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.585824
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.644947
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.755572
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05958
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.04126
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02669
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01584
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.647946
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.630078
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.6131
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.596993
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.581738
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.567316
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.553717
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.540924
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.528918
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.517689
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.507803
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.504104
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.50754
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.518346
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.537372
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.566447
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.609464
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.677003
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.18882
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.15596
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.13756
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.12293
(379.03, 15.05, 301.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.11204
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.677434
• (379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.659007
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.641488
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.624861
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.609105
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.5942
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.580132
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.566882
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.554435
(379.03, 15.05, 301.93) (383.21, 9.44, 284.14) (0.81, 2.16, 0.81) Human 3.542783
