¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.332
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02641
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89543
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28191
‹(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39862
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65743
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939491
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247952
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578743
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939732
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338518
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781259
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275624
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851617
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50904
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26279
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13556
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15777
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21725
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42836
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79108
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24138
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398252
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657035
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939059
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247478
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579372
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940428
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339286
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782137
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27656
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85078
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50805
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26166
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13422
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14538
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10466
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2956
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64994
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19938
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397902
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656655
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938607
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247023
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580054
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941124
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340088
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783015
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277565
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849854
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50701
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26046
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.02034
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.99072
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.96357
Ã(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.93886
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.91658
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.89669
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.87918
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.86403
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.85123
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.84076
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.83262
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.82679
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.72476
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.72428
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.72608
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.82654
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397509
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656243
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938161
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246516
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580714
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941892
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340906
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783947
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278601
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848935
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50592
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25924
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.93409
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.90543
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.87922
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.85544
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.83405
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.81504
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.79839
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.78407
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.77209
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.76241
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.53778
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.66257
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.49015
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.74673
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.74853
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.75263
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397133
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65581
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937701
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246017
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581419
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942669
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341749
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784891
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279684
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847978
¨(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50488
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25796
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11006
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08516
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06639
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97547
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.19886
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.00889
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.95176
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.1748
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.28496
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.1112
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396718
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655371
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937237
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245508
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582156
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943486
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342655
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785908
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28076
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846992
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50371
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25667
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0931
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06535
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07584
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98623
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.84334
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.00641
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.84556
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.94102
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.49758
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 10.49603
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 10.49724
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396321
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654929
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936732
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244994
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582904
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944288
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3436
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786892
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281912
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845979
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50255
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.67356
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.64581
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.62025
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.59689
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.57568
°(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.55662
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.53967
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.52482
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.51206
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.50138
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.49277
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.48621
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.4817
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.45982
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 10.45875
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 10.45973
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 10.48411
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39587
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654468
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936254
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244408
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582802
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945147
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344519
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787963
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283116
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844939
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50136
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22858
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05953
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02601
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09747
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01078
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.65608
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.14021
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.96006
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.10235
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.62069
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.9143
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.578
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395442
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654015
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935734
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243855
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582157
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946033
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345493
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789068
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284307
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843821
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49411
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2142
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04289
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.16345
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.13623
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.11149
¬(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.72823
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.06933
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.04541
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.03683
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.02415
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.01384
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.67296
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.99319
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.64966
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.9961
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.99751
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.00127
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395011
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65352
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935226
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243282
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581521
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946961
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346522
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790185
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285604
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842744
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48162
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1999
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02636
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98722
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11797
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25445
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.80349
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.30816
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64821
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.75458
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.25689
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.7244
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394564
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65302
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934652
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242678
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580866
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94788
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347567
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791337
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286901
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842396
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46922
