¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(399.26, 14.28, 244.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07708
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.468801
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.445631
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.423708
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.403011
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.383517
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.781714
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.790093
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151005
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717659
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32321
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00921
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75794
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47299
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.987361
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.98197
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.978334
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.976451
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25223
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89485
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.75977
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.75395
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.75179
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200146
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377234
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567924
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773802
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.633864
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.516354
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.491795
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.468513
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.446486
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.42569
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.406101
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.422812
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.812863
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160911
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734239
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34139
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02992
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78444
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50287
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.902489
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.897107
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.893466
ü(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.160681
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24907
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89688
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.60146
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.58209
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.56658
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203372
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380696
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571631
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777821
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.662033
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.540754
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.516072
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.492675
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.470538
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.449636
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.429948
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.42551
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.836895
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171374
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75147
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36038
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.21054
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.213
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.48876
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.878716
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.815532
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.811887
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.80996
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08326
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90224
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.53673
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.51538
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.49806
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206711
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38428
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575523
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782011
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.691754
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.628836
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.541662
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.518143
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.495888
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.474875
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.455082
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.436488
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.862214
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18231
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.797525
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.775008
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.269021
‚ (399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.253844
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.24014
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.290702
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.348102
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.885779
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.873659
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92344
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91096
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96633
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.54648
(399.35, 14.29, 244.35) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.52707
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210191
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388039
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57955
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786376
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.72307
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.659587
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.568593
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.544943
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.522566
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.501436
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.481533
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.462833
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.888844
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.830631
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.806243
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.063877
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.219487
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.204435
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.190845
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.486763
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.547524
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.087811
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.075274
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76939
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92295
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88249
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213817
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391922
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583738
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790884
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.756019
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.691941
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.596895
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.573109
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.550601
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.529349
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.509329
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.49052
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.916815
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.84113
‚ (399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.816708
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.188415
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.172017
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.157084
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.154173
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.695117
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.759555
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.301103
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.288122
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6209
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93833
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80334
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217557
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395929
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588088
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795731
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.790644
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.725938
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.626599
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.60267
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.580027
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.558645
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.538502
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.519577
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.946157
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218144
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.828929
(399.35, 14.29, 244.35) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.806314
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.251448
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.111734
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.098357
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.086411
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.985369
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.526553
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.513094
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58966
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95708
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8178
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.221644
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400909
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594015
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802657
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.826995
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.761625
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.657741
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.633661
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.610875
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.589358
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.569087
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.550041
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.976897
ü(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23116
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.186953
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.175428
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.527129
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.286969
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.270155
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.254831
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.302767
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.765164
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.751188
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62409
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43657
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84548
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227311
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.406983
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60061
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809764
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036385
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.799053
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.690356
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.66612
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.643183
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.621524
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.601118
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.581944
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.009072
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.251077
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.238417
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.227397
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.826405
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.68901
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.517571
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.501511
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.486976
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.564775
(399.35, 14.29, 244.35) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.00351
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66169
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30905
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69934
(399.35, 14.29, 244.35) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 22.47652
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233102
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413241
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607315
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817036
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044254
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.838269
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.724484
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.700082
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.67699
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.655181
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.634634
 (399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.615325
(399.35, 14.29, 244.35) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.042716
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.085511
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.063148
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.042474
(399.35, 14.29, 244.35) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.971773
(399.35, 14.29, 244.35) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.003934
