¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(377.07, 16.38, 289.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.309316
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138608
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769456
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008777
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270082
‹(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568432
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900611
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261551
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648981
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107611
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609274
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166124
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793922
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51961
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47679
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.043839
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.166879
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.298505
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.439611
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.591223
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754514
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.930846
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121798
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751275
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988981
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248484
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54314
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872665
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227738
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611368
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062311
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568375
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119726
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738796
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44358
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39189
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.033893
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.156267
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.287158
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.427454
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.578166
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.740456
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915668
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.105363
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73352
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969713
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227403
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518456
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845363
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194731
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574692
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018106
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525383
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074642
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685274
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37282
è(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30385
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.024158
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.145881
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.276057
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.415561
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.565396
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72671
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.900832
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.089302
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293922
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950884
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206866
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494359
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818688
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162601
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538975
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974987
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476582
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030827
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633335
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3132
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21833
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.014633
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.135722
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.265199
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.403932
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.55291
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.713273
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.886332
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07361
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276886
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932545
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186883
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470819
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792708
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131243
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5042
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932996
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429033
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988279
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582968
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25541
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13534
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.005317
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.125787
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.254583
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.392564
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.54071
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.700144
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.872168
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.058286
ü(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260253
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91468
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167385
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447865
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767236
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100726
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470312
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892029
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38271
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940329
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534044
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19934
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0547
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.996211
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.116077
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.244209
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.381457
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.528791
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.687323
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.858338
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.043326
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24402
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897129
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148418
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425444
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740295
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070968
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43732
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85211
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337572
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88891
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486652
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14506
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97643
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79541
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.987312
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.10659
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.234076
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.370609
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517152
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674804
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.844839
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028727
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228183
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877995
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129956
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403584
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714027
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042007
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405232
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813171
€(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293644
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838915
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440699
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09246
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90042
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69845
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.978621
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.097327
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.224182
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.360019
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.505792
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.66259
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831669
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014488
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21274
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859326
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111591
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383385
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688465
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01386
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374025
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77526
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250851
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790237
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390327
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04155
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82663
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60472
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.970136
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.088284
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.214525
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.349686
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.494709
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.650674
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818825
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.000603
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197686
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841147
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091741
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364341
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663594
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986429
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343671
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740958
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209207
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742918
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341274
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992257
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75503
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51419
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.962479
î(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.079708
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.205105
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.339608
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.483902
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.639057
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806306
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987073
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.18302
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823456
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072453
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344948
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639417
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959773
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314137
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708099
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168666
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696895
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293688
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94175
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68553
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42668
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.95566
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.072445
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.197179
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.330666
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.473823
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627737
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.794108
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.973894
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168736
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806219
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053643
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324377
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61588
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933875
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285469
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676208
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129269
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652117
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247543
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888915
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61938
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34216
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.949038
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.065392
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.189651
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.322616
