¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(386.89, 7.11, 357.79) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.70651
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081231
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197512
ê(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319159
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446475
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579783
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71949
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866005
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019783
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522536
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140813
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857862
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67801
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6245
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7885
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64813
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88863
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34092
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57606
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719049
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818722
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922739
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031402
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144948
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26366
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387835
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517817
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65399
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796693
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946437
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103641
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477315
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088694
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797144
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61897
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55442
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69632
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99164
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75451
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15737
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22226
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77608
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87775
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983893
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094787
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210692
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331865
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458669
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591479
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730614
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87651
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029618
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190419
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432784
ñ(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037378
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73743
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55726
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48566
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60583
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05419
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62328
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97813
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.87902
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834815
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938568
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046903
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16012
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278448
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402272
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531836
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667542
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80977
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958995
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115636
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28018
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452732
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986881
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678699
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48809
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41815
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51707
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94375
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79347
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80308
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.54597
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895287
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001219
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111841
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227472
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348392
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474911
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607358
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746097
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891584
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026622
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163238
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306293
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456097
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937162
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620934
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42019
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35185
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42994
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83558
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14864
ò(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63212
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2227
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957568
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065759
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178818
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296936
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420543
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540429
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655108
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774834
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899922
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030701
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167508
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310714
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46071
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88824
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564092
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35341
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28685
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35161
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72961
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56262
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46513
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91442
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021744
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131499
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228441
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329514
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434961
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544939
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659725
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779634
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904923
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035875
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172874
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316261
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466507
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845969
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508224
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28785
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2091
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27508
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62583
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.414
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30201
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64753
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043099
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136286
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233409
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334639
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440228
ù(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550411
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665365
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785483
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91096
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042149
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179403
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323036
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473537
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806857
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453298
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22343
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13255
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20008
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52414
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27226
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57745
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3882
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048565
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141883
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239172
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340653
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446435
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556805
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672031
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792351
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918083
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049543
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187047
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33101
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481771
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768388
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399363
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16018
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0574
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12655
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42452
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14629
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05684
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13615
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057583
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148355
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245875
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34753
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453531
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564197
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679649
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800266
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926239
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057991
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195847
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340138
ı(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491267
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730601
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3558
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09801
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98371
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04227
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32697
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02288
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39498
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89114
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072629
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160547
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253388
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355305
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461589
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572512
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688265
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809148
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935491
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0676
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205776
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350465
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501985
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693407
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313044
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03703
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91146
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95532
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23142
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86889
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23295
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65292
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088536
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176954
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269048
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365009
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470587
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581762
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697886
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81912
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94583
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078302
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216909
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361975
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513984
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673341
(386.08, 7.13, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271008
