¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87033
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.81271
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.79016
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.77018
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.32708
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6067
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14059
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41232
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655118
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259253
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502984
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769074
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066926
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393706
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753751
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151187
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583613
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066365
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608647
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21881
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88959
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64836
Ï(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53306
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.51515
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.49068
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.46874
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.53993
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.33469
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71215
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26625
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59584
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035699
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260825
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504722
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770185
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06813
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39503
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755227
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153969
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590826
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074409
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6172
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22317
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8981
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6392
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5225
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.21062
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.18677
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.16539
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.54605
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.34269
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82129
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43769
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78608
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037262
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262491
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50652
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771678
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069411
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39642
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756774
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155696
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598155
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082636
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621232
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22778
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90699
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6304
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51227
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.92282
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.89956
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.87871
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.55246
Ó(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.35108
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12901
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67407
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98338
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038886
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264234
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508389
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773734
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070733
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397905
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758376
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15749
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601619
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088035
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625462
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2326
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9163
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64021
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.67557
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.6505
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.6278
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.60745
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.55917
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.35987
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45749
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91908
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040558
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266082
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510375
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775877
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072122
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399439
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760088
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159361
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603734
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091957
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629893
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23757
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92602
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65124
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.41701
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.39252
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.37034
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.35046
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.56618
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.36904
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.77969
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17305
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04232
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267972
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512413
à(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778115
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073578
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401039
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761845
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161317
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605921
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096041
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63447
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24277
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93536
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6628
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.17179
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.14784
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.12616
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.17299
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.57349
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.37861
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.79275
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48389
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.64869
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.63629
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.62871
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.62592
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.62794
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.63476
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044133
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269948
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51457
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780431
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075094
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402699
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763676
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163371
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608179
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100299
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639255
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24821
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94155
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67474
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.93896
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.91553
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.89432
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.17898
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.5811
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.38857
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.80635
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82317
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80654
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.79458
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78727
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78459
à(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78656
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.79315
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046016
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271948
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516771
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782856
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076658
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404416
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765571
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165475
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610544
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104667
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644177
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25379
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94798
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.74283
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.71769
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.69475
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.67399
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.18521
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.589
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.39893
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.8205
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04044
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02438
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01282
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00575
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00318
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00509
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01148
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047979
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274084
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519055
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78534
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078271
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406182
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767531
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167656
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612967
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109257
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649308
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25963
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95459
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.53183
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.50721
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.48474
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.4644
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.19168
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.5972
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.40967
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.83517
Û(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32434
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30879
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2976
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29077
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28828
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29014
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29635
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049976
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276259
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52144
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787909
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079973
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408051
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769599
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169931
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615531
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113978
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654636
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26562
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96148
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.37124
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.34554
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.32197
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.30051
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.19837
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.6057
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.4208
(434.43, 14.19, 307.42) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.85039
(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64402
