¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(338.26, 7.42, 335.34) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 7.878199
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400613
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779221
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195478
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674069
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31871
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12477
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12457
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46316
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.65037
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.62337
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.59911
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.57759
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.55877
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.54264
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.20185
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019204
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243743
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486976
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751283
£(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03949
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35489
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70149
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04999
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395343
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773429
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194268
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678532
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33603
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14497
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13644
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47776
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.57424
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.54741
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.52332
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50194
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.48325
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.46723
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.20236
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 10.0456
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019311
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243843
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487076
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751404
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039645
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355071
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701661
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045499
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390457
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768061
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19867
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683427
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35351
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16532
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06777
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49215
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50158
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.47492
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.45097
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.42973
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.41116
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.39526
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.20383
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.939878
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019475
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244024
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487283
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751649
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03989
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355312
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701932
¥(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041369
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385946
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76615
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203512
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688807
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37111
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18588
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96721
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.46155
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.43231
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.4058
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.382
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.36089
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.34244
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.32663
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.20626
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.838258
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019715
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24427
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487563
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751935
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040196
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355684
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702331
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037607
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381872
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770887
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20878
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694655
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38889
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14295
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86769
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40307
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.56215
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.53463
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50984
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.48777
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.46839
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.45169
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.20965
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.740567
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02002
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244597
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487916
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752323
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040633
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356157
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702842
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034239
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379009
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776029
¢(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214437
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700966
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40681
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0834
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76916
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25298
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.13998
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.11106
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.085
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.06177
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.04135
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.02373
(337.75, 7.37, 335.14) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 14.21399
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.646662
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020381
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244996
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488355
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752813
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041173
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356732
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703465
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031206
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384001
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781519
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220544
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715307
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42486
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02521
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67173
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03219
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70982
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36613
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26168
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.43991
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.41586
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.39527
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.37811
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.36436
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.556395
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020824
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245511
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488883
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753374
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041754
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357387
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704197
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028568
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38935
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787412
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227005
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731053
¦(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41896
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96838
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58135
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81998
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37916
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.87021
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.84596
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.82467
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.80632
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.7909
(337.75, 7.37, 335.14) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 14.77839
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.31184
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.469627
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02135
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24604
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489462
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754025
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042449
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358177
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705088
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032482
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395011
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79366
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233958
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74692
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36899
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91286
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51935
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61596
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.02408
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.99836
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.97527
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.95478
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.93687
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.92153
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.91989
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.26299
(337.75, 7.37, 335.14) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.386232
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021926
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246667
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490134
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754757
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043276
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359054
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706063
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037959
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401043
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80029
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241266
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762915
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32018
³(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85867
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45884
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4197
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94306
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.99056
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.96748
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.94701
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.92912
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 12.91378
(337.75, 7.37, 335.14) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.92792
(337.75, 7.37, 335.14) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.21776
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.056022
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022562
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247339
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490895
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755541
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044159
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360044
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707134
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04265
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407418
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807291
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249022
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778987
(337.75, 7.37, 335.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27248
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.697646
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.675482
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.655113
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.636519
(337.75, 7.37, 335.14) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.619682
