¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.797791
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.01964
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.254397
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.23987
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.226262
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.213561
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.201752
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.970241
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.958292
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.136888
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.661211
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.306108
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22113
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86566
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.97682
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.95135
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.93079
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.91511
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.9043
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.89836
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.112441
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.187568
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.118646
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.102234
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.086592
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.071703
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.05755
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.044118
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.031392
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.024273
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.174058
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.159849
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.146541
 (422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.134122
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.122578
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.961775
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.949852
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.137118
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.661491
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40312
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22248
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87535
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.91006
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.88469
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.86422
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.84862
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.83788
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.83199
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.112515
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.187648
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.26878
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.220985
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.200413
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.180851
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.162278
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.091023
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.078067
(422.90, 14.77, 249.61) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.065814
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.097489
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.083581
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.070558
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.058406
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.047113
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.336782
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.942407
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.137601
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.662081
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41329
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22543
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88879
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.84849
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.82322
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.80283
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.7873
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.77662
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.77077
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.112629
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.18777
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.268913
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.356783
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.125302
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.106131
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.087931
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.070681
Œ (422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.054363
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.03896
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.024455
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.010833
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.99808
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.986182
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.024738
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.337306
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.93595
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.13834
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.662979
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43614
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22986
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.79206
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.76688
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.74656
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.7311
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.72047
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.71467
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.112782
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.187935
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.26909
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.356975
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.053614
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.034815
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.016968
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.000056
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.984058
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.968958
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.954741
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.941391
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.928894
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.917237
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.025343
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.338011
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.930475
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.139332
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.664186
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45996
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23584
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.7407
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.7156
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.69535
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.67995
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.66937
(422.90, 14.77, 249.61) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.6636
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.112973
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.188141
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.269313
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.357217
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.452702
“ (422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.966701
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.949191
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.932599
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.916905
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.902095
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.888151
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.875059
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.862805
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.851378
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.026103
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.338895
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.925975
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.140577
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.665701
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48476
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24334
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.113203
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.188389
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.269581
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.357507
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.453019
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.557115
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.884416
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.868129
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.852726
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.83819
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.824506
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.81166
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.799639
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.788429
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.027019
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.339961
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.922447
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.142078
(422.90, 14.77, 249.61) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.667527
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50135
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25235
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.113473
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.188679
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.269895
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.357848
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.453388
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.557518
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.671423
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.806475
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.791348
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.777074
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.763638
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.751027
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.739226
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.757784
×(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.02809
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.341206
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58648
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93039
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5394
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51543
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26296
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.11378
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.189011
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.270254
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.358237
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.453811
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.55798
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.671929
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.797074
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.732619
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.718594
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.705395
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.693006
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.681416
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.758848
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.029314
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.342632
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60072
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9487
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55338
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5323
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99507
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.114128
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.189386
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.270659
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.358675
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.454288
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.5585
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.672499
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.797701
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.676392
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.662605
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.649632
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.637456
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.626066
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.760047
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.030695
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.344239
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.711676
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96491
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56143
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5502
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00793
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.114514
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.189802
ö(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.271108
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.359162
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.454818
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.559078
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.673132
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.798397
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.622534
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.608975
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.596216
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.584244
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.573045
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 3.76138
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.032229
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.346026
(422.90, 14.77, 249.61) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 4.713782
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98046
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57037
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57383
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.02224
(422.90, 14.77, 249.61) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.114939
