¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ (430.82, 11.49, 344.99) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 20.0076
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71826
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41645
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95809
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56925
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78889
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82403
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914183
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4327
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03205
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80972
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43877
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98249
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6008
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93679
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9366
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969816
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49462
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10872
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90127
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46137
µ(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00722
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72343
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05836
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04998
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02558
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55998
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18567
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98272
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48427
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03227
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84641
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08071
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14701
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0814
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62844
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26437
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00398
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50747
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05766
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01252
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10386
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26373
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13732
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69703
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34366
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02553
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53095
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08334
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1989
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12787
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4094
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1933
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76573
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42278
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04735
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55473
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1835
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38768
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1527
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55674
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24926
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8345
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5017
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06939
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62267
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30892
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57878
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17836
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70571
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30844
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90336
¶(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58036
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10893
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72267
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62429
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20487
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98684
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36964
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97224
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64315
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20031
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82402
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57315
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64952
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23221
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43085
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04112
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72041
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29284
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92675
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70832
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6755
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26041
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49198
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11029
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80518
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38657
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04166
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84561
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70225
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29195
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55302
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1859
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89091
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48143
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1647
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98545
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72978
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43377
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61455
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26154
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97769
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5775
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28948
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14894
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81806
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57844
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68139
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33715
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06544
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67473
»(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41601
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25147
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95103
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75017
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74812
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41275
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15413
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77434
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54423
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37407
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08651
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93741
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81475
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48827
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24386
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88932
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67203
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49882
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22458
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12876
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88117
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56364
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33456
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00576
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79422
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62584
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36523
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32429
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94746
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63884
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42609
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12146
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91789
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75518
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52567
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5241
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01346
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71389
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51208
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23208
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04075
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88678
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70513
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72826
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07921
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78866
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59953
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34385
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15812
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02075
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8882
º(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89196
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14465
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86316
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69418
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45677
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27685
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15711
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07504
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05285
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20978
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93735
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78871
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57077
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39688
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29758
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26565
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2169
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27451
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0147
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88302
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68589
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51818
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46882
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46013
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38421
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33881
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09607
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97709
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80212
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64075
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64323
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64738
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55478
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40269
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17709
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07081
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91615
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76987
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82092
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80318
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7376
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47007
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25767
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16416
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02673
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90524
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00191
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96188
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37151
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53984
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33782
¹(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25708
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13878
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0421
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18627
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12631
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58075
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60911
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41739
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34943
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26042
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1806
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37405
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35142
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54567
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6778
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49641
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44124
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38318
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34246
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55862
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58195
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50871
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74589
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5748
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53241
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50709
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50602
(431.14, 12.19, 342.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76188
