¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (403.29, 14.86, 310.87) (383.20, 8.50, 303.34) (0.81, 2.16, 0.81) Human 5.352622
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755417
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045738
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363641
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713185
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099205
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527637
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005789
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557708
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20407
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92885
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69494
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64327
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75283
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64166
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411703
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609562
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826653
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062452
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760491
“(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051286
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369734
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719863
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1066
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535839
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014981
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571474
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2198
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94468
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71314
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67809
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75916
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64885
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414772
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613518
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830942
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491434
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765697
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056972
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375961
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726744
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114182
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544313
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024458
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585468
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23579
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96061
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7319
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71334
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76671
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41791
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61884
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835314
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495349
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06281
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38239
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733805
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12202
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552997
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0342
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599684
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25207
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97495
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75118
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74912
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77543
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421115
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622653
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839768
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499396
¤(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774387
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068832
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388962
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741051
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130054
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561934
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044196
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614118
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26855
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98968
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77103
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78534
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424389
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626191
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844305
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503524
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778883
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074987
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395704
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748472
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138261
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571103
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054441
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628805
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28534
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00483
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79141
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82203
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427729
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629801
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848686
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507738
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783507
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081293
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402635
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756099
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146711
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58051
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065798
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643671
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30239
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02037
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81237
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85919
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431137
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633485
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258663
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512037
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788205
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087739
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409728
¥(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763934
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155369
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590131
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079098
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658765
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31964
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03628
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83646
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83113
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434609
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637241
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262696
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516449
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793019
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094363
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416963
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771904
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164213
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599974
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092556
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674081
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33716
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05263
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86844
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79485
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438147
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641068
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266858
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520951
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797915
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100923
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424385
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78009
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173276
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610081
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10625
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68961
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35438
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0693
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90082
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75946
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441751
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644965
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271097
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525579
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802966
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106421
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43199
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78844
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182529
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620388
­(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120087
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705337
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36932
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0864
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89862
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72501
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44542
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040824
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27539
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530264
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808064
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112033
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439749
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797014
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191996
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630919
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13415
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721295
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38456
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1039
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86934
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69149
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449154
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044895
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279829
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535056
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813307
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117753
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447662
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805738
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201664
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641683
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14839
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737438
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40014
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12176
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84528
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65884
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452952
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049027
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284295
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539934
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81865
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123635
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455739
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814664
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211531
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652683
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162814
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753824
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41609
´(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13825
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84584
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62706
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456812
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053253
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288895
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5449
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824089
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129565
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463992
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823756
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221634
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663884
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177398
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770419
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43238
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15058
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84742
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59624
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839715
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057552
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29355
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549991
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829617
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135664
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471897
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833004
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231897
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675375
(402.19, 14.89, 310.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192165
