¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(328.21, 7.29, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478386
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.46828
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.47426
(328.55, 7.27, 379.55) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 17.47733
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547457
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812969
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105922
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426725
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77949
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169078
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603724
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094322
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646277
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24879
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88992
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51849
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17589
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86399
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64456
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92032
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.62121
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.59505
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.57238
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.55318
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.53745
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.52516
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.51629
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.52591
(328.55, 7.27, 379.55) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 17.53343
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547474
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815243
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108457
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429502
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782516
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172438
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605219
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091969
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643631
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24882
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84107
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46369
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13401
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81715
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58461
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87275
(328.55, 7.27, 379.55) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 17.68132
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.71626
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.68133
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.66364
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.64887
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.63704
ª(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.62799
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.62183
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.61874
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.75294
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548609
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817512
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11093
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432215
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785518
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175723
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608924
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092424
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640881
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24139
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79302
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4098
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09306
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77137
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53309
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82351
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.6912
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.55062
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.52604
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.50958
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.49603
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.48534
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.47742
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.4724
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.47026
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.53249
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550678
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819781
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113342
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434889
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788458
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179008
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612543
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09652
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640086
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19895
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74575
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35683
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04408
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72672
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48282
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7726
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.66913
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.53677
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.51299
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.49706
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.48404
 (328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.47384
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.46646
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.4619
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.4602
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.52053
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552706
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821941
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115758
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437551
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791378
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182244
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616171
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100523
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644598
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17974
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69925
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30476
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98539
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68313
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45471
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72019
(328.55, 7.27, 379.55) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 17.84574
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.64907
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.62103
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.60581
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.59348
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.58405
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.57745
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.57375
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.57283
(328.55, 7.27, 379.55) (325.56, 1.73, 350.98) (0.81, 2.16, 0.81) Human 14.66848
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55468
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824115
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118134
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440134
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794266
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185402
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619705
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10451
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653122
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22015
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69169
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25356
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92773
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6406
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.484
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66621
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24194
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45648
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556632
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82628
™(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120477
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442707
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797066
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188555
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62319
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108427
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667206
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26138
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73697
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26108
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87107
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59915
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51369
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66401
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27138
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43842
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558557
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828381
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122797
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445223
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799855
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19161
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626619
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112252
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681202
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30354
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78326
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31212
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89799
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55896
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5439
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69961
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.05372
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.01861
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.98769
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.96095
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.93835
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.91988
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.90551
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.89523
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.88903
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560486
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830475
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125087
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447741
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802608
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194656
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630004
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120768
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695078
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34653
©(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83051
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36429
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9559
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55596
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57457
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73584
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.47048
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.43635
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.40629
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.38029
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.35833
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.34037
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.3264
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.3164
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.31038
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562339
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832482
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127283
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450163
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805318
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197672
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633335
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132934
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708839
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36442
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87875
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4176
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01505
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56111
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48784
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77262
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.92246
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.88924
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.85999
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.83469
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.81331
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.79584
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.78225
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.77252
(328.55, 7.27, 379.55) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.76666
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563411
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83451
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129492
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452579
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807962
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200607
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636607
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144914
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722445
(328.55, 7.27, 379.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37999
