¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(342.35, 7.25, 369.95) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64215
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520165
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913386
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347193
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833166
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381172
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00373
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68049
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29858
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98172
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77763
¢(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94702
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.53615
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.51712
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.50116
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.48825
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.47838
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.737018
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88267
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038604
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205897
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385684
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579518
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788982
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016022
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262855
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532126
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827015
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151229
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509322
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898508
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330652
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814568
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36018
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979828
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64298
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24473
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92111
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68669
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94149
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.71296
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.69355
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.67724
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.66402
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.65387
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.73307
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878475
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0341
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.201033
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380521
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573937
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78294
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009497
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255735
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524378
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818499
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141847
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497573
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884266
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314781
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796782
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340071
¢(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956957
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60035
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19282
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86271
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62052
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93719
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.89697
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.87716
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.86049
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84694
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.8365
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.72934
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.874484
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029818
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196442
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375591
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568604
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777212
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003246
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24896
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516992
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810411
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132957
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485266
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870661
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299586
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779727
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320831
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93502
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60129
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18151
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83134
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56399
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93406
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.08853
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.0683
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05124
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.03734
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.02659
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725765
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.870659
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025749
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192082
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370906
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563582
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77177
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997333
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242555
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509965
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802741
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124511
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473503
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857611
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285061
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763483
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302452
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914113
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57997
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18399
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83415
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56713
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93213
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64672
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.26731
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.24984
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.23558
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.2245
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.722404
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.867095
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021939
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187973
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366467
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558803
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766598
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991752
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236469
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503336
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795464
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116364
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462319
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845178
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271195
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747932
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284939
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894175
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54863
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18794
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83856
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57214
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9314
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62388
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.47456
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.45667
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.44202
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.4306
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719216
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863695
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01828
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184091
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362312
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554265
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761729
›(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986461
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230721
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497099
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788618
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106668
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451643
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833351
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258022
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733174
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268261
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868778
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51856
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19336
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84461
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59224
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93181
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6209
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.69046
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.67212
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.65707
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.64528
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.716255
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.860514
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014874
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180413
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358377
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550069
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757163
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981538
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22535
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49121
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782157
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09749
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44149
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822143
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245493
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719175
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252429
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843431
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48976
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2002
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85232
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6701
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93346
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62028
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.91544
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.89663
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.88114
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.86897
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.713447
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857492
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011658
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354683
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54607
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752857
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976878
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220292
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485747
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776163
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088759
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431875
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81149
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233665
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705846
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237436
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819199
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46217
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19761
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86165
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7506
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94796
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6003
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.14997
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.13065
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.11471
(342.34, 7.25, 370.00) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.10213
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.710824
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.854727
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00871
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173787
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351246
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542408
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748887
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97256
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215604
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480585
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769688
(342.34, 7.25, 370.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080515
