¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246153
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71157
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22959
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819818
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48116
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22817
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06986
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01246
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03958
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23721
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66176
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41238
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65514
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87775
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809503
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115953
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455452
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828189
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241012
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705454
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222697
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81156
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47186
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21782
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05819
‰(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9998
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02673
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22204
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64359
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38897
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62594
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7105
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806136
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112262
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451331
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823388
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235667
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699112
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215551
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803015
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46229
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20726
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04622
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9869
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01384
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20681
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62534
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36546
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59666
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74961
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802634
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108418
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447022
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818404
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230123
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692544
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208153
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.794186
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45244
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19615
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03393
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97378
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00088
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19152
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60703
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34188
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56729
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79069
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798997
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104427
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442531
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813241
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224376
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685756
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200507
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.785076
“(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44233
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18451
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02135
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96044
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98787
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17617
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51647
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31823
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53779
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83045
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795225
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100288
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437814
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8079
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218433
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678749
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192616
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775692
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43195
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17256
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00848
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94688
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97481
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16076
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49699
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29447
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50825
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7532
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79132
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096003
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43283
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802386
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212295
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671527
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184479
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766033
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42131
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16032
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99532
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93312
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96171
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99241
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47748
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27068
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47863
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58575
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787284
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091574
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427688
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796694
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205963
©(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664089
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176102
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.756105
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41041
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14778
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98186
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91913
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94856
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97602
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45786
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24678
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4489
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34626
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783118
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087002
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422392
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790831
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199441
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656438
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16749
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745912
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39926
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13495
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96813
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90495
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7148
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95962
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43821
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22287
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41032
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09312
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90182
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778821
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082289
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41694
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784799
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192731
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648582
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158644
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735456
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38786
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12184
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95413
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64062
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70083
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94314
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41851
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19885
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27566
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85423
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67647
¼(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774395
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077437
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411337
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778597
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185835
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640517
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149566
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724743
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37621
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80931
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6907
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62856
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68681
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92663
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39875
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17481
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1434
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80486
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8788
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769844
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072444
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405581
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772229
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178751
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632247
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140258
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839688
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0346
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79809
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67077
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61651
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67281
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9101
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37895
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15077
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01355
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7577
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765169
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067316
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399677
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765696
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171488
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62378
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72579
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33497
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02457
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7866
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65051
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60441
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65875
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89348
®(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35913
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12662
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88894
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71274
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48336
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76037
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062051
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393627
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759002
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703196
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180609
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714766
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32243
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01349
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77488
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59229
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64463
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87689
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33927
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10246
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92587
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67688
(336.09, 7.42, 349.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49081
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.650757
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.622936
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.596645
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.571745
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.548215
