¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ (431.50, 13.22, 339.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11523
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.65137
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.6327
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.61692
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.74644
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.7363
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.7373
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.74842
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.07033
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363377
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634291
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933732
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263002
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626624
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030215
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48068
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98655
› (431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558586
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.751123
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.903457
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83105
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91497
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.08923
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.14844
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.1187
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.0413
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.01698
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.1105
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.596533
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.582903
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.53009
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.65886
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.6488
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.6492
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.66018
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351434
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619955
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918026
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245677
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607446
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008888
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456785
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959643
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.675502
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.825224
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78384
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83936
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23291
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29815
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26777
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.457
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.45579
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.531769
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.504644
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.490881
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.528013
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.57513
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.56515
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.56496
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.6028
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339491
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605617
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902295
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228342
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588244
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987537
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432902
 (431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932704
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497458
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.602374
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.749595
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.903362
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75922
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17787
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3054
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27598
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.47376
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.500748
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.729033
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.517239
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.587606
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.826278
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.50926
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.49934
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.18749
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 17.02517
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327533
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591263
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886521
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210989
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569035
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966169
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408985
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905784
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466932
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.539526
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.705681
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.879685
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68791
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12243
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31363
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27698
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.39749
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.37069
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.778809
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.762788
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.750461
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.751473
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.4329
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.42304
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.33598
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.93527
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315631
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576876
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870775
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193603
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549839
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944789
” (431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38508
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878885
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43643
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.676486
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.84793
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 10.02755
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63255
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02328
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32265
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27841
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.32481
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.29816
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 10.15523
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.957572
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.933882
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.2201
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.36012
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.35033
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.25364
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.58864
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303727
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563867
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85498
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176245
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5306
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923423
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361215
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852036
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406007
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03602
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 9.995791
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5961
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5774
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92459
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32493
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.46934
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.25562
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.22912
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.20547
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.18466
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.16667
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.15149
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.29085
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.28112
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.7654
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291794
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550941
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839228
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15889
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51142
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902115
“ (431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33739
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825194
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375612
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98027
(431.74, 14.05, 336.58) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 10.14955
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5059
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52245
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8263
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27822
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.40258
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.18986
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.16349
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.13997
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.11927
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.10137
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.08627
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.225
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.29235
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279913
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537992
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823416
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141512
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492237
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880763
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313517
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798399
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34524
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907771
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49832
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31853
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46774
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72849
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.37164
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.33922
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.12745
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.10121
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.0778
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.0572
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.0394
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.02437
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.41813
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.62202
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268041
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525024
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807652
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124143
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472999
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85946
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289711
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771624
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314972
¬ (431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836457
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41807
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1363
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34479
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62883
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04432
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.2792
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.06832
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.0422
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.0189
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.9984
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.98069
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.96573
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.35786
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.55254
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.10509
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.09904
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256184
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512136
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791893
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106772
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453869
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838143
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265949
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744934
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255321
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766301
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33917
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98571
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12684
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49297
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8786
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.34998
(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 14.01241
