¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35814
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315028
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681093
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087377
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540815
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024383
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565685
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17814
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89689
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7099
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46091
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70523
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50359
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372016
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570381
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785128
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432607
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699414
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994294
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326844
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694184
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10132
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550493
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033158
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575575
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19356
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91689
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73305
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44894
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61768
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44112
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377552
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576362
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79161
¯(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439528
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706963
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005154
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338798
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706067
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111997
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558558
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042191
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585741
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21081
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93731
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72899
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44148
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53246
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34519
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383166
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58243
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200275
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446539
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714596
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016121
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348984
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715773
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122811
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566871
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051484
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596195
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22832
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95808
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72317
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43491
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44958
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25195
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388858
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588582
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206861
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453724
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722402
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024858
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357887
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725653
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133801
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575364
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06102
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606945
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24612
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97934
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71815
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42928
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36895
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16128
¨(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.394629
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59482
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213573
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460507
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729402
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033052
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366954
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735684
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144958
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584105
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07079
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617988
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26418
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00092
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.714
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42461
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29055
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07251
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400478
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601142
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219474
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465511
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736956
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041372
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376099
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745828
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156237
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593075
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080827
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629273
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28246
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02294
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71065
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42083
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2143
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98031
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406403
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99696
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224167
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470624
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744678
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049813
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385387
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756099
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164776
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602252
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091125
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641252
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30104
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04539
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70817
«(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.418
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13527
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8907
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.412403
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001426
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228998
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475869
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752429
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058336
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394819
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766513
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173205
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611666
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101628
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657711
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31986
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06821
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70644
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.432
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05755
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80365
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418479
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005959
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233941
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481218
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760326
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066982
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404329
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777088
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181861
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621261
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112445
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674394
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33895
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0748
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71126
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45981
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.982
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71916
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42463
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010644
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239035
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487679
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768301
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075755
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413968
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787752
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190707
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631115
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123475
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691277
»(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35831
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07476
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73662
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4714
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9086
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63706
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803924
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015401
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244174
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495049
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776366
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084615
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423741
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798578
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199715
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641161
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134718
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708376
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37793
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09537
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76284
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44694
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87364
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55737
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808435
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020268
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249414
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502522
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784544
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093537
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433617
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809515
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208961
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651457
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146275
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725721
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39622
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11941
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78994
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42418
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84923
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48001
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813035
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025232
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254815
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510055
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792811
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102612
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443618
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819495
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218378
¸(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661966
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158054
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743286
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40976
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1442
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81786
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40309
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82661
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40496
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817726
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030319
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260301
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517698
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801163
(398.73, 14.69, 310.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111802
