¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä (336.52, 7.34, 311.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771545
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913284
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14172
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389781
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660127
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955736
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28279
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653936
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066589
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523123
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019366
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62378
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29914
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92813
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92671
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69259
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704843
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916008
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144668
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393026
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663624
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959553
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287336
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658986
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072257
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533352
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030811
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638734
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33913
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97327
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00764
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81343
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707455
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918811
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147711
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396327
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66723
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963509
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291996
ˆ(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664131
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077983
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540835
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04247
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653797
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36201
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02286
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08959
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93745
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710105
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921724
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150822
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399717
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670949
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967577
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29671
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669373
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083828
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547382
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054374
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668919
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37952
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09153
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17243
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23728
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712855
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924692
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154062
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403226
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674753
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971759
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301543
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674718
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089767
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554054
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066472
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684169
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39715
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16093
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25629
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55394
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715647
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927714
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157345
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406827
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678644
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976058
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306436
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680139
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095802
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560856
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078772
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699528
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4149
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23103
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34105
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8846
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71857
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930824
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160731
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410465
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682684
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980446
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311394
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685636
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10194
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56773
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091279
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715002
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43276
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30233
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42848
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17529
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722057
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934944
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165493
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415967
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689025
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987783
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321927
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698145
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11674
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585265
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115769
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753222
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4792
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38361
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5271
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33087
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72898
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942351
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173547
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424767
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698612
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998297
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336577
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714995
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135552
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606401
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142384
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794412
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52687
…(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46587
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62696
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4882
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735926
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949917
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181744
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433674
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708338
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008946
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348742
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732009
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154555
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627734
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169003
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835969
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57501
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54907
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72817
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64724
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742989
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957524
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190002
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442633
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718168
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019708
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360994
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749166
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173699
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649247
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195637
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877887
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6236
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62455
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83069
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80792
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.368486
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965265
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198385
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451767
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728115
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030615
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373251
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766479
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193027
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670948
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222302
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920194
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67268
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69574
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93452
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98066
ˆ(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14745
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371499
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973052
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206834
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460965
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738147
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041638
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385571
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78292
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21251
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692849
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248954
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962845
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72221
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76715
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04602
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21908
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15796
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374558
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980924
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21538
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470251
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748333
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052791
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397967
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796731
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232164
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714931
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275628
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996512
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77223
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83875
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17594
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46047
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16888
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.38212
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.59805
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224034
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479696
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758641
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064071
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41041
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810616
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251938
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737182
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302249
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02755
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82265
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91054
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30723
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70463
£(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3162
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.3926
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.614725
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23276
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489209
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769022
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07549
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422937
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824543
(337.04, 7.19, 310.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271901
