¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(429.27, 14.85, 251.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.937
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63226
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97153
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582772
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874822
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192691
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543051
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930415
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360141
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833525
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376435
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960058
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63524
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37849
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24253
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25474
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43715
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81354
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4499
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51735
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84432
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570121
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860958
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176865
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526791
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911543
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340747
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810745
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352448
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933544
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6043
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33997
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19816
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20359
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37461
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73581
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34455
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40983
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78192
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557403
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847021
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161014
·(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510449
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892649
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321259
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790002
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3267
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906983
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57049
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30158
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15396
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15265
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31246
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6588
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24026
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30344
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75804
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544622
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833017
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145888
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494027
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873805
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301678
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.769154
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301005
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.880381
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53673
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26333
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10992
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10194
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25071
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58252
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13709
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19808
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73418
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531781
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81895
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130957
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477536
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856186
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282016
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748215
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275366
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.853745
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50309
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2252
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06606
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05146
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18938
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50698
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04111
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09386
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67112
¯(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518882
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804825
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115963
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460974
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838494
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262277
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727191
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249794
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827083
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46959
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18752
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02239
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00122
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12845
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43217
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95164
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99068
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53446
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505932
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790645
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100908
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444348
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820733
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242463
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706088
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224289
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800401
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43623
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15032
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97892
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95123
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06796
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35811
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86314
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88868
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39912
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492933
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776414
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085795
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427667
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802906
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222583
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684907
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198857
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773706
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40302
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11326
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93567
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90149
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0079
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28479
°(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77562
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78772
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25633
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479885
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762133
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070631
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41093
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785017
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202642
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.663657
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175187
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747005
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36996
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07634
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89454
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85203
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94828
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21221
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68907
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5609
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10347
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533429
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747809
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055418
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394143
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767078
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182643
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642346
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151605
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.720261
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33707
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03956
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85354
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80282
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88929
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14057
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60488
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46219
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95275
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93137
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801665
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868957
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044594
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377309
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749085
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162596
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620975
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12802
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693285
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30434
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00293
Ë(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81269
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7539
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83257
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07135
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52208
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36447
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81503
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77295
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872049
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168231
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226929
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414763
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731049
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142503
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599557
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104439
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666352
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27178
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96646
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77197
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70526
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77622
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00282
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44018
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26771
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69398
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61678
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859784
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154825
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477948
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677972
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805326
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122369
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578093
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080865
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639464
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2394
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93016
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73141
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65692
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72024
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93495
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35917
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17193
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35805
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4628
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847487
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141415
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463183
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816978
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142982
Æ(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228984
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556585
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.057305
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.612093
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20719
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89403
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69101
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60888
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66465
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86777
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27905
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07714
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2375
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.311
(429.55, 14.77, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835149
