¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25102
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668018
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155251
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702516
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32149
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02041
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.98653
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.79151
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.76216
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.73505
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.47255
(405.97, 14.28, 246.33) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.15625
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.83102
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.39487
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.36154
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14291
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2815
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64332
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311893
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56661
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844133
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147604
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480773
Ú(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848114
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245049
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683022
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172015
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721416
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34295
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04478
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.2676
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.03661
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.00647
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.97863
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.71607
(405.97, 14.28, 246.33) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 13.12302
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13022
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 14.34041
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 14.30329
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15115
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21708
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44745
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317241
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572424
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850483
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154571
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488421
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856548
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258576
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698091
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188885
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740452
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36455
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06942
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84845
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.40451
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.2644
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.23578
(405.97, 14.28, 246.33) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 11.21529
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24202
(405.97, 14.28, 246.33) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 17.31352
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 15.81377
(405.97, 14.28, 246.33) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 15.39113
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19822
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15663
(405.97, 14.28, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38418
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183002
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428809
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696352
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988541
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492667
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.439116
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.512165
à(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.610984
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85037
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388565
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998536
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.04122
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.87782
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.86903
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.06179
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.5242
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.35897
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.72849
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.365674
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180388
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425992
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69328
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950575
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189432
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446792
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.47705
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.550993
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.627915
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.699263
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.677195
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.656742
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.637881
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.620597
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.60487
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.590684
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.578025
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.459396
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.445093
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.437068
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.430508
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.425406
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177126
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423206
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690225
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911717
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147663
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401803
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.516487
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.591364
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.66926
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648074
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155507
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733904
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.1899
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.83486
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.81778
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.99962
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.44724
Ü(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.622616
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.612916
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.513014
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.516247
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.592816
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78004
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7577
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73965
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72585
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73091
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74193
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171463
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41887
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656478
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873577
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106725
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357745
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.557457
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.633313
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240334
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587107
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043516
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607043
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.27688
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.81349
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.7923
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.96873
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.40903
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.680682
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.67092
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.529723
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.553257
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.650702
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91537
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90943
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90776
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91036
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91724
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9284
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165821
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412739
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66002
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849237
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066592
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314542
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582063
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.676878
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185564
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527491
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93438
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483629
½(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.36739
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.79219
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.76692
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.93798
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.371
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.16456
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.47375
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.589034
(405.46, 14.29, 246.48) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.591794
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160182
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406604
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67415
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864228
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066886
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283311
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536429
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82215
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132023
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469162
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837307
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36358
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34316
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.77097
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.74164
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.90736
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.33317
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.11663
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.41108
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.47216
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154568
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400505
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668249
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879712
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08338
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300929
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533762
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783498
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079615
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412165
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775063
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246766
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29383
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.74983
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.71647
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.87689
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.29553
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.06898
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.34883
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.38743
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02174
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.01954
Ğ(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148947
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394408
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661601
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895713
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100409
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319106
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553186
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804322
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074366
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365452
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71424
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133085
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24331
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.72878
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99311
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96503
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93923
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91566
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89432
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87518
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85822
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84342
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83077
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82025
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81187
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8056
(405.46, 14.29, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80144
