¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(435.77, 13.89, 293.10) (443.03, 8.20, 276.69) (0.81, 2.16, 0.81) Human 2.494246
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25594
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267862
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51375
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781111
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072803
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39224
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743428
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131315
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574597
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081587
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654303
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848207
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945558
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05034
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17138
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29745
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42873
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5655
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70798
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85653
·(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01142
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18339
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70253
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02705
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37258
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71957
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92199
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13349
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3547
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265112
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510774
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777884
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069242
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388319
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73914
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126577
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571818
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078471
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65077
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856657
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969315
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08655
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20857
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33564
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46796
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60583
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74949
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89925
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05544
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56849
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92489
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26223
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61639
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81302
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01837
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2331
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45766
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262364
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507811
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774656
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06571
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384479
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734889
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121862
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569004
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075315
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647199
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892806
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00639
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1246
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24768
¸(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37579
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50926
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64828
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7932
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94426
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2998
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82842
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15807
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50907
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71066
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91027
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1188
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3369
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56499
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259686
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504876
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771455
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062232
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38062
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730642
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117207
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566154
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072099
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641964
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930762
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04535
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16459
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28875
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41799
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55262
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69293
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83916
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04593
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69576
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05966
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40267
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61469
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80881
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01157
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22343
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44501
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67681
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257009
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501978
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768286
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058781
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376817
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726474
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112613
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563282
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068839
¹(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632833
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970588
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08617
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20652
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3318
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46225
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59815
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73975
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88733
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42492
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96668
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30219
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52483
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71371
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91093
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11697
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33236
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55757
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7933
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254324
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499084
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765119
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055313
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373057
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722338
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109973
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560345
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065552
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623883
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01225
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12896
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25042
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3769
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50863
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64583
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7888
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16868
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83228
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20717
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44068
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62463
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81663
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01716
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22669
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44712
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67917
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97588
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251685
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496215
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762016
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051957
ˆ (436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.456682
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.388893
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.366528
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.346311
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.327459
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.309986
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.293876
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.279081
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.265622
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.253463
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.242574
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.232976
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.224666
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.217613
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.211824
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.207285
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.203996
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.209835
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.28105
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13067
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3467
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57261
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84946
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249112
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493372
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758967
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.391241
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.309227
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.274498
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.252195
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.231277
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.211734
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.193493
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.176566
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.160944
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.1466
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.133517
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.121695
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.111112
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.101748
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.093609
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.086699
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.080981
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.076448
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.078477
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.107127
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.178141
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47285
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73078
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08602
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24649
’ (436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490582
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.436513
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.303613
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.244085
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.214939
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.192474
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.17137
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.151601
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.133154
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.116009
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.100157
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.085573
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.072247
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.060148
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.049279
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.039633
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.031196
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.023956
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.017902
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.013041
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.01425
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.036665
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.087088
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.191399
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96608
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19687
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24396
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487814
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.364823
(436.46, 13.86, 292.64) (445.89, 8.14, 273.74) (0.81, 2.16, 0.81) Human 6.26298
