¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰ (401.81, 14.10, 245.91) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.552464
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.370365
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.573855
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.540994
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.518318
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.496973
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.476688
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.457461
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.439251
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.422059
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.405846
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.390607
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.376323
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.362987
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.350568
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.33907
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.328469
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.318765
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.309946
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.301994
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.294911
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.288681
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.283309
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.278781
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.275103
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.272394
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.276428
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.290545
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.316179
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.356596
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.574773
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.541831
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.519082
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.497668
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.477313
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.458012
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.439734
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.422472
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.406194
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.390894
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.376549
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.36314
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.350667
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.339105
¡ (401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.328445
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.318679
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.309799
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.301792
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.294649
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.288361
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.282924
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.278347
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.274604
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.271854
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.275881
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.289974
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.315553
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.355878
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.587593
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.55336
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.530326
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.508773
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.488294
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.468874
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.450484
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.433106
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.416718
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.401306
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.38686
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.373354
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.360776
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.349119
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.338371
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.328516
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.319547
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.311452
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.304227
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.297868
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.292358
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.287693
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.283883
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.281065
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.285211
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.299727
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.326154
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.368111
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.614056
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.576849
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.553126
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.531377
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.510703
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.491095
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.472519
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.454968
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.438415
š (401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.422841
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.408234
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.394581
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.381866
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.37007
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.359184
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.349203
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.340108
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.331895
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.324561
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.318089
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.312471
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.307713
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.303807
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.3009
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.305314
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.320807
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.349262
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.3953
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.659015
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.615559
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.590159
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.5681
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.547136
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.527238
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.50839
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.490579
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.473775
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.457967
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.443123
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.429245
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.416314
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.404323
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.393238
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.383075
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.373792
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.365413
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.357914
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.351281
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.34552
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.340624
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.336585
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.333537
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.338467
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.355873
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.388418
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.443569
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.738324
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.678006
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.647664
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.625118
š (401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.603684
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.583343
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.564061
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.545833
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.528622
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.512424
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.497223
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.48299
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.46971
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.457388
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.446008
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.435533
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.425976
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.417321
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.409563
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.402681
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.396687
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.391566
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.387312
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.384034
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.390003
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.411437
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.453549
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.537864
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4699
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.805376
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.747047
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.722416
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.699987
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.678681
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.658492
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.639371
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.621314
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.604305
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.588324
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.573332
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.559338
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.546316
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.534257
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.523161
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.512987
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.503747
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.495417
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.488016
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.481502
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.475883
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.471156
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.467371
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.476378
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.510971
(401.77, 14.16, 245.94) (385.08, 8.06, 258.00) (0.81, 2.16, 0.81) Human 4.614617
¦(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471747
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673793
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887293
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119599
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372513
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647947
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944785
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267184
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626477
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013142
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440315
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920135
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460529
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06339
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74824
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52813
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40629
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37953
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49613
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76348
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17755
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88039
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96774
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90617
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473666
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675872
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889679
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122229
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375376
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651095
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947906
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270615
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630249
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01645
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443997
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924492
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465393
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06853
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75261
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53125
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40917
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38143
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49589
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74151
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15399
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83616
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90261
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58976
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475656
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678021
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892171
 (401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124969
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378361
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654382
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951206
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27424
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634211
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020026
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447977
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929172
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470633
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07411
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75751
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53499
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41283
