¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(341.47, 7.32, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.898936
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11154
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17519
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24236
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31312
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38757
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46585
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54857
‡(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881912
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274534
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710049
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048539
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353559
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681837
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15212
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69122
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37104
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27376
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82884
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44618
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60002
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63391
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67087
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71091
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.754
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80026
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84971
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90242
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95842
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01779
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08059
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14728
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21781
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29197
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36989
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45162
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861437
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251788
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684766
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013681
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316162
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641603
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0442
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58247
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33998
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13542
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67833
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27433
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51643
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54975
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58608
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62545
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66789
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71346
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76223
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81429
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87016
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92939
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99202
…(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05814
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12781
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20108
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2781
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35886
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842428
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228896
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659266
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979489
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279517
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602179
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950128
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48984
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30834
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54798
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53194
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11121
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43641
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46917
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5049
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54368
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58584
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63141
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68013
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73205
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78722
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84573
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9076
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97294
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04179
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11421
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19033
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27023
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823577
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205743
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63351
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946019
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243593
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563569
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908504
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46224
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27619
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09107
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38961
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95606
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35987
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39269
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42853
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46733
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50918
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5541
‡(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60223
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65346
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70799
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76577
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82693
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89151
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95958
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03124
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10654
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18556
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804565
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182421
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607574
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913189
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208396
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525764
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867732
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43415
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24346
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05006
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25116
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80529
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24646
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30812
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34921
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39336
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43597
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48035
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52784
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57848
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63235
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68947
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74998
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81385
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88117
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9521
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02659
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10479
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785357
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158893
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581396
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881044
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17396
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488733
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831793
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4056
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21021
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00905
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11651
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65879
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00706
…(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21691
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25727
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30067
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34713
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39671
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44946
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50546
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56026
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6168
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6766
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73979
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80645
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87662
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95039
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02786
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766045
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135172
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555053
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849556
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140224
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452518
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79786
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37664
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17645
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96809
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98548
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44437
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77726
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12943
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16911
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21175
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25751
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30633
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35829
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41343
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47182
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53357
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59873
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6673
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73528
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80478
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87786
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95454
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746555
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112731
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528516
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81872
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107174
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421314
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764647
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34722
‚(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14222
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92722
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85804
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2347
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5566
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89734
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0846
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12657
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17158
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21968
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2709
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32528
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38288
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44376
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50802
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57574
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64692
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72168
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80012
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88233
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726942
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091117
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501823
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788573
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075077
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391242
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732176
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31395
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10753
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88637
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73401
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03309
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34459
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67408
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00366
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.045
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08935
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13672
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1872
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24084
(341.72, 7.41, 310.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2977
