¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761242
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11744
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509648
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943511
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42587
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96533
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57249
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26072
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.84056
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80873
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.77936
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75242
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.72789
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.70573
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.68594
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6551
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.64032
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62783
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.61763
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.60971
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.60407
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.60069
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.59957
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.84749
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.85364
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752312
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107598
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498755
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931427
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412422
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950223
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55542
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24129
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83911
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80728
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.77792
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75098
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.72645
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.7043
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.6845
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.66611
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.65131
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.63882
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62862
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6207
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.61506
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.61168
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.61057
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.61172
Í(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.844
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743153
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097536
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487659
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919136
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398715
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934843
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53802
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22151
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83995
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80812
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.77876
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75182
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.72729
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.70513
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.68534
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6794
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6646
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6521
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.64189
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.63398
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62833
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62496
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62385
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.62501
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.83901
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733849
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087338
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476418
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906607
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384742
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919212
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52036
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20141
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.84308
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.81124
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.78187
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75493
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.73039
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.70823
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.68844
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69499
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.68018
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.66767
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.65746
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.64954
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.6439
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.64053
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.63943
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.64061
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.83867
È(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724394
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076942
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464933
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89389
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370586
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903295
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50239
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18096
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.8485
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.81665
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.78726
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.76031
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.73577
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.7136
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.6938
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7129
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69807
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.68556
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67535
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.66742
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.66178
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.65842
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.65733
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.65851
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.84298
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714813
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0664
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453291
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880949
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35618
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887138
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48417
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16023
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.85621
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.82434
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.79495
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.76798
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.74343
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.72125
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.70144
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.73313
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.71829
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70577
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69555
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.68763
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.68199
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67863
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67756
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67875
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.85193
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705043
À(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055677
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441453
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867835
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341545
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870735
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46564
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13916
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.86622
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83434
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80492
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.77794
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75337
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.73118
(334.93, 6.64, 320.81) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.71136
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.75572
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.74087
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.72834
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.71811
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.71019
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70455
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7012
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70013
(334.93, 6.64, 320.81) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70135
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.86554
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695135
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044766
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42944
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854541
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326729
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854076
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44688
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11784
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88336
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76479
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79034
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9983
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44168
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19637
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3748
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15087
(334.93, 6.64, 320.81) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 13.19618
(334.93, 6.64, 320.81) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 13.18243
(334.93, 6.64, 320.81) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 13.17126
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.89954
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.88707
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.87928
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.87614
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.87766
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.88383
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685055
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03372
¸(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417218
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841029
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311664
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837208
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42785
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09619
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85857
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73609
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7568
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95846
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3937
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13745
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30079
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05519
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.98802
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96145
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.93961
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.92246
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.91
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.90221
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.89908
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.90061
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.9068
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674853
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022529
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404898
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827349
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296374
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820124
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40855
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07431
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83346
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70705
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72277
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91815
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34518
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07795
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2261
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9587
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.01567
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.98909
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96724
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.95009
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.93763
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.92984
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.92672
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.92827
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.93449
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664493
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011161
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392382
º(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81343
