°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(370.89, 8.91, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61011
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.784544
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.024354
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.286187
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.573153
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888978
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.238167
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.610802
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.995103
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.418025
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.891584
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.424002
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85269
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59473
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44829
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44035
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60728
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99955
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67512
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18608
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40376
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97033
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.829458
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.990909
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.164568
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351829
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.554304
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.773871
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.012734
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.273488
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.559221
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.873626
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.221171
ù (370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.59582
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.980106
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.40136
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.872982
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.403065
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00779
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57408
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42443
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4125
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57436
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96005
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64067
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16909
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15103
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14278
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18826
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17134
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.822316
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983243
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.15632
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.342932
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544681
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.76343
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.001369
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.26107
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.5456
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.858622
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.20456
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.58132
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.965679
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.385329
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.85509
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.382932
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.985876
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55448
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40183
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38611
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5432
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92263
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59497
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.206
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59036
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.58969
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.815327
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.975742
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.148253
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334232
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.535271
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.753222
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.990257
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.248935
ñ (370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.53229
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.843962
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.188336
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.5673
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.95167
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.369933
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.837904
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.3636
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.964849
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53598
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38047
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36119
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51375
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88732
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55183
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27508
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53571
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52723
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.3032
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36424
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.808493
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.96841
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.140366
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325726
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.526073
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.743245
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.9794
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.237075
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.519288
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.829645
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.172495
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553138
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.938136
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.355164
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.82142
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.345815
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.944707
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51851
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36032
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33773
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48602
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85409
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51122
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34767
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31993
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93545
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.61173
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.66383
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.801811
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.961242
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.132656
≤ (370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.317415
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.517087
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.733498
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.968795
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.225495
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.506594
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.815669
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.157035
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.535948
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.925152
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.34102
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.805632
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.328832
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.925443
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.60579
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3414
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31568
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8229
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47315
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42388
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41481
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95804
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79532
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.954241
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.125128
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.309299
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.508311
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.723984
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.958445
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.214193
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.494207
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.802032
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.141956
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.519182
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.912717
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.327497
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.790536
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.312613
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.907048
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.58476
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32373
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29503
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43566
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79369
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43756
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46758
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48638
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98531
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.790035
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.947446
¥ (370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.11778
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.301377
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.499749
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.7147
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948346
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.20317
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.482126
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.788737
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.127254
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.502842
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.900833
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.314593
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.77613
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.297155
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.889526
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56593
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30724
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27585
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41296
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76654
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40442
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42628
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.01874
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.00991
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.10607
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07374
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.961115
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.941944
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.110652
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.29365
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.491398
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.705647
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.938499
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.192422
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.47035
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.775781
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.11293
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.486925
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.889491
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.302303
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.762407
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.282452
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.87286
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.55017
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.33607
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25804
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39194
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74137
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37373
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38801
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57881
ƒ (370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0542
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.953634
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.109397
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.104939
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.28621
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.483257
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.696825
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928905
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.181952
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45888
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.763162
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.098983
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.471431
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.878453
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.290628
(370.88, 8.87, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.749368
