¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(330.27, 7.30, 364.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93794
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727411
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135659
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591254
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102768
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681047
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33995
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09739
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00349
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10347
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66491
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65761
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47624
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93012
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58373
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78205
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992455
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220026
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466853
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73547
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028792
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350335
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70731
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113335
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566275
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074657
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649161
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30349
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05533
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94933
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03886
‡(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55322
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54728
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30257
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75258
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573767
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77207
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981682
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208345
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454205
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721654
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013672
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333756
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687535
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091337
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541693
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046972
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617791
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26764
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01397
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89606
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97533
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44318
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45037
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13179
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57852
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563921
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762201
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971047
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196839
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44173
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708086
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998857
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317476
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668035
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069687
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517457
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019742
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586929
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23238
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97332
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84361
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91283
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33479
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36081
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96394
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40785
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554227
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75218
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960605
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185565
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429432
…(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694739
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984242
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301458
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650423
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048341
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493635
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992935
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556564
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19773
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93339
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79201
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85143
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22802
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27237
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82318
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2406
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544659
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741892
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950345
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174454
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417414
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681599
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969918
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285743
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633074
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027328
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470161
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966578
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526723
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16367
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89415
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74121
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79101
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11541
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07748
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70627
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03544
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535249
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73173
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940256
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163542
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405579
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668741
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955862
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27032
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61607
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006691
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447088
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940637
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497364
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1302
†(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85559
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69539
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73166
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91082
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88167
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59102
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81888
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525931
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721707
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930333
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152822
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393966
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656075
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942056
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255154
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599411
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986345
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424375
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915125
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468516
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0973
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81778
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6514
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67327
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67322
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72939
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47741
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60718
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516808
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711838
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920598
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142315
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382533
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643686
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92851
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240312
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583076
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966324
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402054
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890083
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440191
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06498
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78061
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6082
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54251
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51382
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58577
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33849
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40015
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507757
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702133
‡(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911063
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132008
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371336
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631486
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91519
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225765
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567023
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946664
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380124
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865416
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412337
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03326
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74414
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56582
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40927
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.359
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44499
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05846
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19772
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91155
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498909
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692552
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901579
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121875
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360381
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619559
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902179
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211442
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551342
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927319
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358544
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841198
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384975
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00212
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70831
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51839
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30594
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20868
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78314
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76097
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99977
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67502
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490159
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683135
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891421
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111912
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349596
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607861
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889398
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197482
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535886
±(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909372
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337337
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817431
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358126
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97153
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67322
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46438
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28085
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.459
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.4205
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.38431
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.35037
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.31866
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.28914
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.26178
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.23657
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.22184
(329.86, 7.40, 362.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.21952
