¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.76, 14.70, 316.41) (437.52, 7.29, 336.56) (0.81, 2.16, 0.81) Human 5.998787
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65139
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22871
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18336
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285872
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644423
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991963
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345748
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700357
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08493
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5657
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15405
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76623
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42344
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08564
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65687
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24065
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22977
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307859
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64539
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992955
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357894
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713462
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09915
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59135
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18276
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81356
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43587
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08847
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65993
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25376
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27674
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32617
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646379
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994041
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370278
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72691
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11376
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6171
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21157
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82506
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44867
¹(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09215
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66398
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26807
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32434
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327133
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647428
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995177
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374001
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740696
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12872
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64289
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24044
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83686
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46179
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09676
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66903
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30942
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37254
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328158
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648574
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996416
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375324
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754825
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14405
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66878
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24934
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84593
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47529
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10225
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67502
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35155
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42132
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58882
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329233
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649703
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997671
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376685
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769289
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15978
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69468
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25462
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8518
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48912
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10863
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.682
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39521
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4707
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64035
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330345
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650944
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999012
³(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378156
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784115
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1774
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72068
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26003
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85782
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5033
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11592
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68992
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44252
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52067
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69278
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331531
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65221
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000414
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379696
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794352
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20078
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72663
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26559
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86403
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5178
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12408
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7178
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4905
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56826
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72809
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332784
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653572
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00187
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381301
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796071
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22414
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73183
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27133
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8704
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5327
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13316
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74761
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53905
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61493
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76188
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334054
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654965
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00339
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382901
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797886
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24758
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73713
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27724
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87696
´(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54663
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14747
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77834
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5883
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6623
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7965
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335396
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656417
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004955
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384657
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799774
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25331
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74259
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28327
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8837
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5542
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17627
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81006
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63814
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7104
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83191
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336813
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657925
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00662
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386451
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801719
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25838
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74823
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28947
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89059
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56191
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20594
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84274
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68862
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74279
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87716
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338227
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659492
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008293
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388302
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803759
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2636
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75395
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29584
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89766
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56945
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2365
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87639
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73973
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77502
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92986
º(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339739
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661119
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010052
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390232
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808064
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26893
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75985
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30235
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90491
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57275
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26789
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91105
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79146
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80509
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98255
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341291
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662786
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01188
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392202
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813213
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27441
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76588
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30904
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91236
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57631
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28279
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94665
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84385
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83248
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03519
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342883
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664516
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013777
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394257
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818403
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27999
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.772
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31585
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91994
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58008
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28698
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98329
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87184
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86047
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08782
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344515
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666309
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015703
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397189
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823631
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28571
·(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77831
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32281
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92773
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58408
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2916
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02092
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8958
