¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (440.55, 14.06, 275.11) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.669062
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855196
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177608
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53036
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913756
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340166
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813773
ü(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344457
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946491
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63188
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4211
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33949
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42043
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71487
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40686
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64318
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85999
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.12691
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.92023
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.96254
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.00874
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.59635
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.5958
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.59887
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610285
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819143
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045377
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291189
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55917
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852392
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174524
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527369
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910479
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336515
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.809751
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.339922
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940901
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62547
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4137
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33083
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28533
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67719
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40818
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61663
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8611
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.02291
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.98665
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.02929
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.07584
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.65879
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.65822
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.66129
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608513
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817228
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043301
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28893
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556704
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849689
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171549
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524539
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907372
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333055
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805956
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335646
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935605
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61941
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1503
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12597
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27503
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66306
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41031
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59069
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85975
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.05063
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.05723
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.10022
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.14714
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.7253
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.72473
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.7278
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606808
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815385
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041302
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286757
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554331
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847089
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168689
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521872
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90444
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329786
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802392
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331628
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991485
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3056
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14326
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11773
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26525
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64944
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41326
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56533
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8252
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.12256
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.13206
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.17542
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.90118
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.79597
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.79539
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.79846
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60517
ˆ(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813613
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039381
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284667
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552051
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84459
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165939
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519366
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90168
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32671
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799057
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93579
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57297
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29989
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13664
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25609
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63638
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41706
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5406
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7915
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.1988
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.2112
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 19.84654
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.87515
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.87087
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.87027
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.87335
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603597
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811913
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037538
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282661
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549861
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842192
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163301
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51702
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89909
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522508
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369062
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931657
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56831
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29452
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13043
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10272
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24751
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62386
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41564
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52979
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75864
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.95438
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.95008
(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.94946
ÿ(439.78, 14.02, 277.04) (437.70, 9.15, 316.12) (4.31, 3.01, 8.41) Truck 18.95255
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602092
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810285
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035773
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280743
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547766
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839897
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160774
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514776
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417429
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865396
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365654
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927822
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56395
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2895
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12466
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09597
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23948
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61189
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40075
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53461
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72661
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600653
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808731
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034087
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278907
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545766
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837704
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241585
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011748
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414892
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862591
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36249
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92425
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55988
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28488
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11928
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0897
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23954
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61632
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38652
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54022
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69539
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599282
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807248
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032479
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277159
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543857
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296577
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638639
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009621
¡(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412558
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859958
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359568
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920938
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55614
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28058
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11482
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09226
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24435
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62207
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.373
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54662
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.665
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597977
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805837
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03095
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275496
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983209
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294467
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636309
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007708
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410399
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85756
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356878
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917942
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55272
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27852
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11865
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09677
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24966
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6285
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36015
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55385
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63547
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596739
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804499
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048955
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696999
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981386
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292454
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634081
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005914
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408436
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855413
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354454
(439.78, 14.02, 277.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915172
