¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ!(383.04, 10.98, 322.17) (358.18, 3.66, 326.64) (0.81, 2.16, 0.81) Human 9.840712
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.165814
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.296818
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.437283
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.588115
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75055
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933706
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.144081
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374295
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627212
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906341
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215875
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560987
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948118
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441478
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027383
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715269
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538702
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59912
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01352
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18612
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12738
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24095
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.71901
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.819501
¸(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.927156
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.041802
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.164235
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.295173
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.435508
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.586248
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.748536
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.935617
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146165
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376562
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629742
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909104
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218928
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56443
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951065
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432306
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016697
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702691
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527723
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57835
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99721
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19369
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0175
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24437
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.460037
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.818743
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.925973
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.040593
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.162939
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.293767
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.434001
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.584634
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.746806
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937834
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148598
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379214
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632652
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912327
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222504
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566557
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944825
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42378
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00674
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690919
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517703
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.566
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98219
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06507
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35884
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25248
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.460564
Ì(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.557085
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.715025
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.039633
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.161917
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.292685
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.432838
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58337
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.746881
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940367
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151348
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382223
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635961
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916004
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224007
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561539
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939419
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417319
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99749
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68003
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508617
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5548
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88484
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35341
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36063
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26538
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.46127
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.557485
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.661844
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.77331
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.019141
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.291842
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.431936
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.582404
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749499
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.943225
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154451
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385645
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639663
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917035
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220069
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55714
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940566
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418604
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988968
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669973
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500487
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54481
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.02271
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34575
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36464
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24809
Š (382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.462152
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.558422
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.662421
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.773926
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.893217
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.03799
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.431314
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.581743
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.752396
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.946385
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.157874
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389389
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640394
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913905
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216575
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553298
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942267
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420551
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981159
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660764
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493307
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14356
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.65557
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33964
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37086
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.23094
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.463212
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.559547
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.663191
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.774747
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.894094
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.022045
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.159528
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.395274
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.755582
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949796
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161643
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389859
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637983
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911268
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213661
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550026
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944508
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423132
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974281
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652354
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.286532
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.601346
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.6957
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33508
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3793
Í (382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.21836
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.464451
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.560862
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.664152
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.775773
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.895191
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.02322
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.160789
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.308969
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.468997
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.75519
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161944
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388057
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635998
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909059
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211236
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547324
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947316
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42637
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978034
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.432846
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.727323
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.54137
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.73154
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33209
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38996
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.3828
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.465866
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.562366
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.665306
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.777004
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.896507
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.024628
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.162302
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.310598
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.470756
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.644228
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.837679
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.048975
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.383279
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907329
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20931
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545201
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950693
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.182022
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.526913
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.986513
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.685717
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.564712
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.74143
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33064
‹!(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40285
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43274
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.467461
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.564059
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.666928
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.778441
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.898042
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.026274
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.164069
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.3125
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.472808
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.646436
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.839599
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.051073
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.282948
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.538268
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82088
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.146989
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.51315
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.927134
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.418008
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.994027
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.701204
(382.76, 10.96, 322.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.600116
